Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2000,4,1,10.2,14.8,12.5,.,.
2000,4,2,12.2,17.2,14.7,.,.
2000,4,3,13.5,16.5,15.0,.,.
2000,4,4,10.0,14.6,12.3,.,.
2000,4,5,10.5,16.0,13.3,.,.
2000,4,6,11.8,13.8,12.8,.,.
2000,4,7,12.0,15.0,13.5,.,.
2000,4,8,9.5,16.4,12.9,.,.
2000,4,9,10.0,15.0,12.5,.,.
2000,4,10,9.6,14.6,12.1,.,.
2000,4,11,9.5,16.5,13.0,.,.
2000,4,12,11.4,14.6,13.0,.,.
2000,4,13,12.0,18.5,15.3,.,.
2000,4,14,15.2,16.8,16.0,.,.
2000,4,15,13.0,17.0,15.0,.,.
2000,4,16,11.6,15.6,13.6,.,.
2000,4,17,12.4,16.5,14.4,.,.
2000,4,18,10.6,12.4,11.5,.,.
2000,4,19,10.5,12.5,11.5,.,.
2000,4,20,11.6,15.5,13.6,.,.
2000,4,21,9.0,15.0,12.0,.,.
2000,4,22,9.5,17.5,13.5,.,.
2000,4,23,11.5,15.0,13.3,.,.
2000,4,24,12.6,14.6,13.6,.,.
2000,4,25,12.0,14.5,13.3,.,.
2000,4,26,11.6,14.6,13.1,.,.
2000,4,27,9.5,14.2,11.8,.,.
2000,4,28,9.2,14.4,11.8,.,.
2000,4,29,10.0,16.0,13.0,.,.
2000,4,30,9.8,15.4,12.6,.,.
