Año,Mes,Día,T. Mínima,T. Máxima,Media Climatológica,Media Aritmética,Datos
2001,1,1,13.6,17.5,15.6,.,.
2001,1,2,13.5,18.0,15.8,.,.
2001,1,3,13.5,18.5,16.0,.,.
2001,1,4,12.2,19.5,15.8,.,.
2001,1,5,12.0,19.5,15.8,.,.
2001,1,6,13.5,19.5,16.5,.,.
2001,1,7,13.5,20.0,16.8,.,.
2001,1,8,14.5,18.5,16.5,.,.
2001,1,9,12.6,20.0,16.3,.,.
2001,1,10,12.5,17.5,15.0,.,.
2001,1,11,12.2,17.5,14.8,.,.
2001,1,12,12.2,19.5,15.8,.,.
2001,1,13,14.2,20.5,17.3,.,.
2001,1,14,13.6,18.0,15.8,.,.
2001,1,15,13.0,18.5,15.8,.,.
2001,1,16,13.2,17.0,15.1,.,.
2001,1,17,13.0,18.0,15.5,.,.
2001,1,18,11.8,18.5,15.2,.,.
2001,1,19,13.0,19.0,16.0,.,.
2001,1,20,12.6,18.5,15.6,.,.
2001,1,21,11.0,17.5,14.3,.,.
2001,1,22,13.0,18.0,15.5,.,.
2001,1,23,12.0,19.0,15.5,.,.
2001,1,24,12.0,18.5,15.3,.,.
2001,1,25,13.0,18.0,15.5,.,.
2001,1,26,13.4,18.0,15.7,.,.
2001,1,27,13.0,18.5,15.8,.,.
2001,1,28,14.0,18.0,16.0,.,.
2001,1,29,13.5,18.0,15.8,.,.
2001,1,30,13.0,19.5,16.3,.,.
2001,1,31,14.0,19.0,16.5,.,.
