Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2017,12,1 ,s/p,,,,s/p,s/p
2017,12,2 ,,,,,,
2017,12,3 ,,,,s/p,s/p,s/p
2017,12,4 ,s/p,,,s/p,s/p,s/p
2017,12,5 ,s/p,,,s/p,s/p,s/p
2017,12,6 ,s/p,,,s/p,s/p,s/p
2017,12,7 ,s/p,,,,s/p,s/p
2017,12,8 ,,,,,,
2017,12,9 ,,,,,,
2017,12,10 ,,,,s/p,s/p,s/p
2017,12,11 ,s/p,,,s/p,s/p,s/p
2017,12,12 ,0.2,,,s/p,0.2,0.2
2017,12,13 ,s/p,,,2.2,2.2,2.4
2017,12,14 ,0.2,,,15.8,16.0,18.4
2017,12,15 ,2.5,,,,2.5,20.9
2017,12,16 ,,,,,,
2017,12,17 ,,,,s/p,s/p,20.9
2017,12,18 ,s/p,,,s/p,s/p,20.9
2017,12,19 ,s/p,,,15.5,15.5,36.4
2017,12,20 ,0.2,,,s/p,0.2,36.6
2017,12,21 ,2.0,,,0.5,2.5,39.1
2017,12,22 ,0.2,,,,0.2,39.3
2017,12,23 ,,,,,,
2017,12,24 ,,,,,,
2017,12,25 ,,,,10.6,10.6,49.9
2017,12,26 ,0.2,,,4.5,4.7,54.6
2017,12,27 ,12.8,,,21.5,34.3,88.9
2017,12,28 ,12.3,,,16.5,28.8,117.7
2017,12,29 ,s/p,,,,s/p,117.7
2017,12,30 ,,,,,,
2017,12,31 ,,,,,s/p,117.7
