Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2012,1,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,6 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,7 ,s/p,s/p,s/p,s/p,s/p,s/p
2012,1,8 ,3.6,s/p,s/p,2.0,5.6,5.6
2012,1,9 ,7.8,1.8,7.2,2.4,19.2,24.8
2012,1,10 ,4.2,s/p,0.4,0.4,5.0,29.8
2012,1,11 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,12 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,13 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,14 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,15 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,16 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,17 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,18 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,19 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,20 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,21 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,22 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,23 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,24 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,25 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,26 ,s/p,s/p,s/p,s/p,s/p,29.8
2012,1,27 ,s/p,s/p,0.2,1.4,1.6,31.4
2012,1,28 ,0.0,5.0,5.8,4.6,15.4,46.8
2012,1,29 ,4.4,0.6,1.2,11.2,17.4,64.2
2012,1,30 ,5.8,s/p,0.0,s/p,5.8,70.0
2012,1,31 ,0.2,s/p,s/p,s/p,0.2,70.2
