Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2011,10,1 ,,,,,5.6,5.6
2011,10,2 ,,,,,s/p,5.6
2011,10,3 ,,,,,s/p,5.6
2011,10,4 ,,,,,s/p,5.6
2011,10,5 ,,,,,s/p,5.6
2011,10,6 ,,,,,20.0,25.6
2011,10,7 ,,,,,s/p,25.6
2011,10,8 ,,,,,s/p,25.6
2011,10,9 ,,,,,2.3,27.9
2011,10,10 ,,,,,6.8,34.7
2011,10,11 ,,,,,10.4,45.1
2011,10,12 ,,,,,s/p,45.1
2011,10,13 ,,,,,s/p,45.1
2011,10,14 ,,,,,s/p,45.1
2011,10,15 ,,,,,3.5,48.6
2011,10,16 ,,,,,s/p,48.6
2011,10,17 ,,,,,s/p,48.6
2011,10,18 ,,,,,s/p,48.6
2011,10,19 ,,,,,s/p,48.6
2011,10,20 ,,,,,s/p,48.6
2011,10,21 ,,,,,s/p,48.6
2011,10,22 ,,,,,s/p,48.6
2011,10,23 ,,,,,s/p,48.6
2011,10,24 ,,,,,s/p,48.6
2011,10,25 ,,,,,s/p,48.6
2011,10,26 ,,,,,s/p,48.6
2011,10,27 ,,,,,s/p,48.6
2011,10,28 ,,,,,s/p,48.6
2011,10,29 ,,,,,s/p,48.6
2011,10,30 ,,,,,s/p,48.6
2011,10,31 ,,,,,s/p,48.6
