Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,6,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,6,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,6,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,6,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,6,5 ,s/p,s/p,s/p,s/p,s/p,s/p
2020,6,6 ,s/p,s/p,0.2,s/p,0.2,0.2
2020,6,7 ,s/p,s/p,s/p,s/p,s/p,0.2
2020,6,8 ,s/p,s/p,s/p,s/p,s/p,0.2
2020,6,9 ,s/p,s/p,s/p,s/p,s/p,0.2
2020,6,10 ,s/p,s/p,s/p,s/p,s/p,0.2
2020,6,11 ,5.2,25.6,30.2,3.2,64.2,64.4
2020,6,12 ,3.6,0.4,s/p,s/p,4.0,68.4
2020,6,13 ,0.2,s/p,s/p,s/p,0.2,68.6
2020,6,14 ,s/p,s/p,s/p,s/p,s/p,68.6
2020,6,15 ,s/p,0.4,7.6,5.6,13.6,82.2
2020,6,16 ,7.8,3.8,3.2,9.4,24.2,106.4
2020,6,17 ,s/p,2.6,0.2,s/p,2.8,109.2
2020,6,18 ,2.2,14.8,20.8,0.6,38.4,147.6
2020,6,19 ,1.4,s/p,s/p,s/p,1.4,149.0
2020,6,20 ,s/p,17.2,4.0,s/p,21.2,170.2
2020,6,21 ,s/p,s/p,s/p,12.0,12.0,182.2
2020,6,22 ,1.6,0.6,1.0,8.0,11.2,193.4
2020,6,23 ,2.0,3.4,0.8,0.6,6.8,200.2
2020,6,24 ,8.6,11.6,0.4,s/p,20.6,220.8
2020,6,25 ,s/p,s/p,s/p,s/p,s/p,220.8
2020,6,26 ,s/p,2.6,4.4,0.2,7.2,228.0
2020,6,27 ,s/p,s/p,,,s/p,228.0
2020,6,28 ,,18.2,31.4,17.2,66.8,294.8
2020,6,29 ,14.0,9.6,1.2,6.4,31.2,326.0
2020,6,30 ,s/p,s/p,3.2,2.2,5.4,331.4
