Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,4,1 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,4,2 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,4,3 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,4,4 ,s/p,s/p,s/p,s/p,s/p,s/p
2021,4,5 ,s/p,s/p,s/p,8.6,8.6,8.6
2021,4,6 ,1.8,s/p,s/p,0.1,1.9,10.5
2021,4,7 ,s/p,s/p,s/p,s/p,s/p,10.5
2021,4,8 ,4.1,2.5,1.9,0.1,8.6,19.1
2021,4,9 ,s/p,s/p,s/p,s/p,s/p,19.1
2021,4,10 ,s/p,s/p,s/p,s/p,s/p,19.1
2021,4,11 ,s/p,s/p,s/p,s/p,s/p,19.1
2021,4,12 ,s/p,s/p,s/p,0.1,0.1,19.2
2021,4,13 ,0.1,s/p,s/p,s/p,0.1,19.3
2021,4,14 ,s/p,s/p,s/p,s/p,s/p,19.3
2021,4,15 ,s/p,s/p,s/p,s/p,s/p,19.3
2021,4,16 ,s/p,s/p,s/p,0.1,0.1,19.4
2021,4,17 ,s/p,s/p,s/p,s/p,s/p,19.4
2021,4,18 ,s/p,s/p,s/p,s/p,s/p,19.4
2021,4,19 ,s/p,17.9,0.1,0.1,18.1,37.5
2021,4,20 ,s/p,s/p,1.5,0.2,1.7,39.2
2021,4,21 ,s/p,s/p,s/p,s/p,s/p,39.2
2021,4,22 ,s/p,s/p,s/p,s/p,s/p,39.2
2021,4,23 ,s/p,s/p,s/p,s/p,s/p,39.2
2021,4,24 ,s/p,s/p,s/p,0.2,0.2,39.4
2021,4,25 ,s/p,s/p,s/p,s/p,s/p,39.4
2021,4,26 ,s/p,s/p,s/p,0.1,0.1,39.5
2021,4,27 ,s/p,s/p,s/p,0.1,0.1,39.6
2021,4,28 ,s/p,s/p,s/p,s/p,s/p,39.6
2021,4,29 ,0.1,s/p,s/p,s/p,0.1,39.7
2021,4,30 ,s/p,2.4,3.0,s/p,5.4,45.1
