Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,7,1 ,9.8,3.1,s/p,0.1,13.0,13.0
2022,7,2 ,s/p,s/p,s/p,s/p,s/p,13.0
2022,7,3 ,s/p,s/p,s/p,s/p,s/p,13.0
2022,7,4 ,s/p,s/p,s/p,s/p,s/p,13.0
2022,7,5 ,s/p,s/p,s/p,s/p,s/p,13.0
2022,7,6 ,s/p,s/p,s/p,s/p,s/p,13.0
2022,7,7 ,s/p,s/p,s/p,3.2,3.2,16.2
2022,7,8 ,1.2,s/p,s/p,s/p,1.2,17.4
2022,7,9 ,3.0,8.7,0.6,1.2,13.5,30.9
2022,7,10 ,1.7,12.4,5.8,0.5,20.4,51.3
2022,7,11 ,0.1,s/p,s/p,s/p,0.1,51.4
2022,7,12 ,s/p,s/p,s/p,s/p,s/p,51.4
2022,7,13 ,s/p,s/p,s/p,11.2,11.2,62.6
2022,7,14 ,2.2,0.5,s/p,0.7,3.4,66.0
2022,7,15 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,16 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,17 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,18 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,19 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,20 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,21 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,22 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,23 ,s/p,s/p,s/p,s/p,s/p,66.0
2022,7,24 ,s/p,s/p,s/p,0.1,0.1,66.1
2022,7,25 ,s/p,s/p,s/p,0.1,0.1,66.2
2022,7,26 ,s/p,s/p,s/p,s/p,s/p,66.2
2022,7,27 ,s/p,s/p,s/p,s/p,s/p,66.2
2022,7,28 ,s/p,s/p,s/p,s/p,s/p,66.2
2022,7,29 ,s/p,s/p,s/p,s/p,s/p,66.2
2022,7,30 ,s/p,s/p,s/p,s/p,s/p,66.2
2022,7,31 ,s/p,s/p,s/p,s/p,s/p,66.2
