,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2021.0,5.0,1.0,3.3,20.0,10.5,10.5,24.0
1,2021.0,5.0,2.0,6.8,21.8,12.2,12.2,24.0
2,2021.0,5.0,3.0,2.9,20.1,10.5,10.5,24.0
3,2021.0,5.0,4.0,2.2,20.2,9.7,9.7,24.0
4,2021.0,5.0,5.0,2.8,23.1,11.3,11.3,24.0
5,2021.0,5.0,6.0,1.2,29.1,12.9,12.9,24.0
6,2021.0,5.0,7.0,8.2,16.9,12.5,12.5,24.0
7,2021.0,5.0,8.0,5.8,17.9,11.5,11.5,24.0
8,2021.0,5.0,9.0,3.5,22.4,11.2,11.2,24.0
9,2021.0,5.0,10.0,0.1,23.5,10.5,10.5,24.0
10,2021.0,5.0,11.0,-0.3,27.0,11.1,11.1,24.0
11,2021.0,5.0,12.0,-0.7,27.8,10.9,10.9,24.0
12,2021.0,5.0,13.0,2.8,23.4,11.1,11.1,24.0
13,2021.0,5.0,14.0,4.6,26.1,12.5,12.5,24.0
14,2021.0,5.0,15.0,7.2,22.0,12.2,12.2,24.0
15,2021.0,5.0,16.0,1.3,27.5,10.9,10.9,24.0
16,2021.0,5.0,17.0,2.8,29.4,12.5,12.5,24.0
17,2021.0,5.0,18.0,4.6,14.5,9.1,9.1,24.0
18,2021.0,5.0,19.0,8.7,19.2,13.4,13.4,24.0
19,2021.0,5.0,20.0,1.9,15.4,7.8,7.8,24.0
20,2021.0,5.0,21.0,5.3,15.4,9.4,9.4,24.0
21,2021.0,5.0,22.0,-0.5,17.6,6.9,6.9,24.0
22,2021.0,5.0,23.0,-2.3,22.8,7.2,7.2,24.0
23,2021.0,5.0,24.0,0.0,23.8,10.1,10.1,24.0
24,2021.0,5.0,25.0,0.0,25.3,9.9,9.9,24.0
25,2021.0,5.0,26.0,0.2,26.5,10.0,10.0,24.0
26,2021.0,5.0,27.0,-0.8,24.0,9.5,9.5,24.0
27,2021.0,5.0,28.0,2.5,21.5,11.6,11.6,24.0
28,2021.0,5.0,29.0,7.4,18.6,11.5,11.5,24.0
29,2021.0,5.0,30.0,0.3,23.1,9.9,9.9,24.0
30,2021.0,5.0,31.0,5.5,25.9,13.2,13.2,24.0
0,2021.0,6.0,1.0,9.5,23.6,14.2,14.2,24.0
1,2021.0,6.0,2.0,5.9,25.8,13.9,13.9,24.0
2,2021.0,6.0,3.0,5.2,27.0,13.7,13.7,24.0
3,2021.0,6.0,4.0,5.7,19.5,11.8,11.8,24.0
4,2021.0,6.0,5.0,4.3,21.8,11.8,11.8,24.0
5,2021.0,6.0,6.0,5.1,19.1,10.9,10.9,21.0
6,2021.0,6.0,7.0,6.6,24.0,12.0,12.0,24.0
