,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020.0,1.0,1.0,11.9,26.1,18.7,18.7,24.0
1,2020.0,1.0,2.0,11.8,27.1,18.4,18.4,24.0
2,2020.0,1.0,3.0,12.3,26.7,18.7,18.7,24.0
3,2020.0,1.0,4.0,12.9,27.9,19.9,19.9,24.0
4,2020.0,1.0,5.0,11.7,24.8,17.0,17.0,24.0
5,2020.0,1.0,6.0,11.3,26.5,18.2,18.2,24.0
6,2020.0,1.0,7.0,12.1,28.3,20.0,20.0,24.0
7,2020.0,1.0,8.0,11.8,23.6,17.8,17.8,24.0
8,2020.0,1.0,9.0,11.4,28.5,19.2,19.2,24.0
9,2020.0,1.0,10.0,11.9,31.5,21.1,21.1,24.0
10,2020.0,1.0,11.0,12.3,31.2,21.4,21.4,24.0
11,2020.0,1.0,12.0,11.3,28.4,19.9,19.9,24.0
12,2020.0,1.0,13.0,13.5,29.8,19.6,19.4,23.0
13,2020.0,1.0,14.0,11.9,29.6,20.5,20.5,24.0
14,2020.0,1.0,15.0,14.3,31.9,23.0,23.0,24.0
15,2020.0,1.0,16.0,22.1,29.8,25.9,22.5,19.0
16,2020.0,1.0,17.0,12.4,30.2,20.8,20.8,24.0
17,2020.0,1.0,18.0,14.3,30.3,21.3,21.3,24.0
18,2020.0,1.0,19.0,14.9,25.2,19.5,19.5,24.0
19,2020.0,1.0,20.0,13.3,29.5,20.3,20.3,24.0
20,2020.0,1.0,21.0,12.9,27.4,19.1,19.1,24.0
21,2020.0,1.0,22.0,12.7,27.2,19.5,19.5,24.0
22,2020.0,1.0,23.0,14.6,28.1,20.7,20.7,24.0
23,2020.0,1.0,24.0,15.1,30.7,22.0,22.0,24.0
24,2020.0,1.0,25.0,12.6,32.7,21.9,21.9,24.0
25,2020.0,1.0,26.0,12.8,33.0,22.3,22.3,24.0
26,2020.0,1.0,27.0,15.7,31.7,23.7,23.7,24.0
27,2020.0,1.0,28.0,13.6,25.2,20.5,20.5,24.0
28,2020.0,1.0,29.0,20.8,25.2,25.2,25.2,24.0
29,2020.0,1.0,30.0,12.8,31.1,20.9,20.9,24.0
30,2020.0,1.0,31.0,12.1,30.0,20.6,20.6,24.0
0,2021.0,7.0,1.0,1.2,8.8,7.2,6.9,23.0
1,2021.0,7.0,2.0,1.5,18.2,9.9,7.9,19.0
2,2021.0,7.0,3.0,1.4,16.1,7.8,6.7,22.0
3,2021.0,7.0,4.0,-0.2,18.3,6.0,6.5,23.0
4,2021.0,7.0,5.0,0.2,12.8,5.6,5.6,24.0
5,2021.0,7.0,6.0,6.8,14.6,10.0,10.0,24.0
6,2021.0,7.0,7.0,0.3,19.0,8.8,8.8,24.0
7,2021.0,7.0,8.0,1.6,18.8,8.7,8.7,24.0
8,2021.0,7.0,9.0,2.4,15.7,8.5,8.5,24.0
9,2021.0,7.0,10.0,3.2,20.9,10.4,10.0,23.0
10,2021.0,7.0,11.0,0.4,17.7,7.0,7.4,23.0
11,2021.0,7.0,12.0,4.9,13.4,9.0,9.0,24.0
12,2021.0,7.0,13.0,0.1,15.4,6.3,6.3,24.0
13,2021.0,7.0,14.0,-0.4,15.6,6.0,6.0,24.0
14,2021.0,7.0,15.0,-0.4,15.4,7.5,6.2,19.0
15,2021.0,7.0,16.0,0.3,17.6,6.6,6.2,23.0
16,2021.0,7.0,17.0,0.7,20.1,8.8,8.8,24.0
17,2021.0,7.0,18.0,-1.1,23.7,8.7,8.7,24.0
18,2021.0,7.0,19.0,-0.4,22.7,8.6,8.6,24.0
19,2021.0,7.0,20.0,1.7,27.2,11.4,10.5,23.0
20,2021.0,7.0,21.0,2.7,17.2,9.3,9.3,24.0
21,2021.0,7.0,22.0,4.7,17.5,9.5,9.6,23.0
22,2021.0,7.0,23.0,5.5,10.8,7.7,7.7,24.0
23,2021.0,7.0,24.0,9.1,12.8,10.7,10.7,24.0
24,2021.0,7.0,25.0,4.7,16.7,10.4,10.4,24.0
25,2021.0,7.0,26.0,7.7,17.1,11.5,11.5,24.0
26,2021.0,7.0,27.0,2.8,9.9,8.3,8.7,21.0
27,2021.0,7.0,28.0,0.4,24.3,12.3,10.0,14.0
28,2021.0,7.0,29.0,-0.2,18.9,8.5,7.7,23.0
29,2021.0,7.0,30.0,2.2,14.1,7.1,6.9,22.0
30,2021.0,7.0,31.0,1.6,19.7,9.3,9.3,24.0
0,2021.0,12.0,1.0,11.8,26.6,17.1,17.1,24.0
1,2021.0,12.0,2.0,8.1,28.4,18.0,17.7,22.0
2,2021.0,12.0,3.0,9.2,27.3,17.9,17.9,24.0
3,2021.0,12.0,4.0,8.4,32.9,19.9,19.9,24.0
4,2021.0,12.0,5.0,10.4,23.1,20.3,19.9,21.0
5,2021.0,12.0,6.0,12.4,25.6,19.0,17.3,23.0
6,2021.0,12.0,7.0,14.6,26.8,20.7,17.7,23.0
7,2021.0,12.0,8.0,8.8,28.8,18.3,17.9,23.0
8,2021.0,12.0,9.0,10.3,25.3,17.5,17.5,24.0
9,2021.0,12.0,10.0,11.1,22.6,16.0,16.0,24.0
10,2021.0,12.0,11.0,14.9,22.9,17.6,17.6,24.0
11,2021.0,12.0,12.0,14.0,26.4,18.7,18.7,24.0
12,2021.0,12.0,13.0,8.3,26.8,17.4,17.4,23.0
13,2021.0,12.0,14.0,8.4,28.5,17.7,17.4,23.0
14,2021.0,12.0,15.0,8.9,29.6,19.2,19.2,24.0
15,2021.0,12.0,16.0,10.3,26.6,17.4,17.4,23.0
16,2021.0,12.0,17.0,10.7,29.3,18.7,18.7,24.0
17,2021.0,12.0,18.0,9.4,30.6,19.7,19.7,23.0
18,2021.0,12.0,19.0,10.8,31.2,20.4,20.4,24.0
19,2021.0,12.0,20.0,10.2,29.2,19.7,18.5,22.0
20,2021.0,12.0,21.0,11.7,29.3,19.1,19.1,24.0
21,2021.0,12.0,22.0,10.2,28.9,18.5,18.1,22.0
22,2021.0,12.0,23.0,14.6,27.0,18.8,18.8,24.0
23,2021.0,12.0,24.0,10.7,32.8,20.5,20.2,23.0
24,2021.0,12.0,25.0,11.9,21.2,21.8,22.0,23.0
25,2021.0,12.0,26.0,11.9,31.3,21.6,20.2,22.0
26,2021.0,12.0,27.0,18.8,28.8,23.8,19.3,22.0
27,2021.0,12.0,28.0,13.9,27.3,19.8,19.1,21.0
28,2021.0,12.0,29.0,15.4,22.2,17.9,17.9,24.0
29,2021.0,12.0,30.0,12.3,31.8,21.7,21.7,24.0
30,2021.0,12.0,31.0,11.1,22.0,21.0,20.9,23.0
0,2022.0,1.0,1.0,8.4,29.4,18.9,18.8,22.0
1,2022.0,1.0,2.0,10.0,31.9,20.2,19.8,23.0
2,2022.0,1.0,3.0,11.9,31.8,21.6,21.1,23.0
3,2022.0,1.0,4.0,12.3,32.2,22.1,21.7,23.0
4,2022.0,1.0,5.0,11.9,30.2,21.1,20.4,22.0
5,2022.0,1.0,6.0,11.8,27.2,19.1,19.1,24.0
6,2022.0,1.0,7.0,18.1,31.2,24.7,19.9,23.0
7,2022.0,1.0,8.0,12.6,27.6,18.4,18.2,22.0
8,2022.0,1.0,9.0,15.1,28.6,20.6,20.6,24.0
9,2022.0,1.0,10.0,12.2,30.2,20.2,20.2,24.0
10,2022.0,1.0,11.0,13.2,20.4,21.1,20.7,23.0
11,2022.0,1.0,12.0,15.8,28.0,21.9,20.3,23.0
12,2022.0,1.0,13.0,15.3,28.4,19.2,19.2,24.0
13,2022.0,1.0,14.0,11.9,31.8,21.3,21.3,24.0
14,2022.0,1.0,15.0,13.6,27.2,20.6,20.2,23.0
15,2022.0,1.0,16.0,14.9,23.2,17.7,17.7,24.0
16,2022.0,1.0,17.0,14.8,26.9,20.8,18.7,22.0
17,2022.0,1.0,18.0,8.3,28.0,18.2,18.6,22.0
18,2022.0,1.0,19.0,6.8,28.1,17.5,17.5,24.0
19,2022.0,1.0,20.0,6.8,29.9,18.4,17.0,19.0
20,2022.0,1.0,21.0,7.3,29.8,18.4,18.5,23.0
21,2022.0,1.0,22.0,9.0,30.9,19.9,18.8,23.0
22,2022.0,1.0,23.0,10.2,32.4,21.1,20.7,23.0
23,2022.0,1.0,24.0,20.3,33.5,26.9,21.1,21.0
24,2022.0,1.0,25.0,10.2,28.9,19.5,19.5,24.0
25,2022.0,1.0,26.0,13.0,27.5,18.6,18.6,23.0
26,2022.0,1.0,27.0,11.3,17.0,17.6,17.0,19.0
27,2022.0,1.0,28.0,15.6,26.6,21.1,18.7,16.0
28,2022.0,1.0,29.0,12.1,26.6,18.4,17.3,18.0
29,2022.0,1.0,30.0,11.2,30.2,19.7,19.4,23.0
30,2022.0,1.0,31.0,11.7,30.2,21.0,19.9,21.0
0,2022.0,3.0,1.0,8.9,33.2,21.1,22.5,16.0
1,2022.0,3.0,2.0,10.2,31.3,20.0,20.0,24.0
2,2022.0,3.0,3.0,12.2,29.9,19.7,19.9,22.0
3,2022.0,3.0,4.0,12.6,31.1,19.4,19.4,24.0
4,2022.0,3.0,5.0,9.9,32.7,19.6,19.6,24.0
5,2022.0,3.0,6.0,8.9,26.8,17.9,17.7,23.0
6,2022.0,3.0,7.0,6.4,33.8,18.5,18.5,24.0
7,2022.0,3.0,8.0,8.7,27.1,17.4,17.4,24.0
