,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020.0,1.0,1.0,12.6,28.1,19.2,19.2,24.0
1,2020.0,1.0,2.0,9.6,29.7,20.2,20.2,24.0
2,2020.0,1.0,3.0,10.8,28.6,20.8,20.8,24.0
3,2020.0,1.0,4.0,10.4,22.8,17.2,17.2,24.0
4,2020.0,1.0,5.0,8.3,19.0,14.1,14.1,24.0
5,2020.0,1.0,6.0,9.4,16.6,13.5,13.5,24.0
6,2020.0,1.0,7.0,10.0,18.3,14.0,14.0,24.0
7,2020.0,1.0,8.0,10.8,16.6,13.3,13.3,24.0
8,2020.0,1.0,9.0,9.4,16.7,12.2,12.2,24.0
9,2020.0,1.0,10.0,9.3,20.8,14.6,14.6,24.0
10,2020.0,1.0,11.0,8.4,24.4,16.0,16.0,24.0
11,2020.0,1.0,12.0,12.4,25.7,17.2,17.2,24.0
12,2020.0,1.0,13.0,7.6,27.8,18.0,18.0,24.0
13,2020.0,1.0,14.0,12.9,21.4,16.3,16.3,24.0
14,2020.0,1.0,15.0,3.8,18.5,12.3,12.3,24.0
15,2020.0,1.0,16.0,7.6,20.5,13.1,13.1,24.0
16,2020.0,1.0,17.0,10.7,26.0,16.6,16.6,24.0
17,2020.0,1.0,18.0,13.7,24.3,17.6,17.6,24.0
18,2020.0,1.0,19.0,11.0,23.9,16.1,16.1,24.0
19,2020.0,1.0,20.0,11.8,25.2,16.7,16.7,24.0
20,2020.0,1.0,21.0,13.8,28.0,19.3,19.3,24.0
21,2020.0,1.0,22.0,14.0,28.2,19.6,19.6,24.0
22,2020.0,1.0,23.0,12.4,26.9,19.0,19.0,24.0
23,2020.0,1.0,24.0,7.9,27.7,18.4,18.4,24.0
24,2020.0,1.0,25.0,11.2,26.2,19.0,19.0,24.0
25,2020.0,1.0,26.0,16.8,26.4,20.5,20.5,24.0
26,2020.0,1.0,27.0,7.8,29.3,18.6,18.6,24.0
27,2020.0,1.0,28.0,15.2,21.7,18.8,18.8,24.0
28,2020.0,1.0,29.0,8.8,21.7,15.0,15.0,24.0
29,2020.0,1.0,30.0,5.7,26.6,16.0,16.0,24.0
30,2020.0,1.0,31.0,15.6,27.2,20.5,20.5,24.0
0,2020.0,2.0,1.0,12.8,20.7,17.0,17.0,24.0
1,2020.0,2.0,2.0,8.4,23.0,14.4,14.4,24.0
2,2020.0,2.0,3.0,12.9,19.3,16.1,14.9,22.0
3,2020.0,2.0,4.0,10.6,19.8,14.7,14.7,24.0
4,2020.0,2.0,5.0,4.2,20.3,11.9,11.9,24.0
5,2020.0,2.0,6.0,2.1,22.5,12.6,12.6,24.0
6,2020.0,2.0,7.0,3.4,23.8,13.4,13.8,23.0
7,2020.0,2.0,8.0,11.1,28.4,17.4,17.7,23.0
8,2020.0,2.0,9.0,13.2,28.9,20.1,20.1,24.0
9,2020.0,2.0,10.0,13.3,29.3,19.9,20.2,23.0
10,2020.0,2.0,11.0,10.8,30.4,20.2,20.2,24.0
11,2020.0,2.0,12.0,11.7,21.6,17.8,17.7,23.0
12,2020.0,2.0,13.0,4.8,21.4,13.2,13.7,23.0
13,2020.0,2.0,14.0,5.1,20.3,13.1,13.3,23.0
14,2020.0,2.0,15.0,10.4,20.1,15.4,15.5,23.0
15,2020.0,2.0,16.0,13.5,21.3,16.5,16.9,23.0
16,2020.0,2.0,17.0,10.6,21.7,15.3,15.6,23.0
17,2020.0,2.0,18.0,3.4,22.6,13.4,13.4,24.0
18,2020.0,2.0,19.0,9.8,20.8,15.4,15.4,24.0
19,2020.0,2.0,20.0,9.4,27.6,15.8,16.3,23.0
20,2020.0,2.0,21.0,4.7,31.4,18.3,19.3,23.0
21,2020.0,2.0,22.0,7.6,32.4,20.2,20.6,23.0
22,2020.0,2.0,23.0,8.9,22.6,15.1,15.3,23.0
23,2020.0,2.0,24.0,10.2,18.2,13.6,13.9,22.0
24,2020.0,2.0,25.0,7.4,20.4,14.0,14.5,23.0
25,2020.0,2.0,26.0,10.1,21.7,14.2,14.5,23.0
26,2020.0,2.0,27.0,14.2,24.8,17.9,18.1,23.0
27,2020.0,2.0,28.0,13.8,24.7,17.7,17.8,23.0
28,2020.0,2.0,29.0,12.0,28.9,17.5,17.9,23.0
0,2020.0,4.0,1.0,3.2,20.5,11.5,12.4,22.0
1,2020.0,4.0,2.0,9.7,21.7,14.0,14.2,22.0
2,2020.0,4.0,3.0,10.9,21.8,16.3,14.8,21.0
3,2020.0,4.0,4.0,6.3,17.5,11.9,12.4,22.0
4,2020.0,4.0,5.0,6.7,15.7,11.2,10.6,20.0
5,2020.0,4.0,6.0,-0.2,16.9,7.6,8.7,22.0
6,2020.0,4.0,7.0,8.2,20.7,14.5,11.3,17.0
7,2020.0,4.0,8.0,1.9,26.4,12.0,13.0,22.0
8,2020.0,4.0,9.0,4.2,20.2,10.8,11.4,22.0
9,2020.0,4.0,10.0,9.4,17.7,13.6,11.9,21.0
10,2020.0,4.0,11.0,5.2,16.2,10.7,12.0,21.0
11,2020.0,4.0,12.0,5.4,16.3,10.8,9.3,21.0
12,2020.0,4.0,13.0,-0.3,17.1,6.9,7.6,22.0
13,2020.0,4.0,14.0,3.3,15.7,9.5,8.0,21.0
14,2020.0,4.0,15.0,11.3,12.8,12.1,11.6,19.0
15,2020.0,4.0,16.0,14.2,18.2,16.2,14.8,20.0
16,2020.0,4.0,17.0,13.3,16.1,14.7,15.3,20.0
17,2020.0,4.0,18.0,14.2,19.5,16.8,16.4,20.0
18,2020.0,4.0,19.0,10.9,16.5,13.7,14.0,21.0
19,2020.0,4.0,20.0,6.3,16.1,11.2,10.5,21.0
20,2020.0,4.0,21.0,7.1,13.7,10.4,9.1,21.0
21,2020.0,4.0,22.0,5.0,21.8,13.4,9.2,21.0
22,2020.0,4.0,23.0,12.1,15.8,14.0,11.9,20.0
23,2020.0,4.0,24.0,12.1,19.1,15.6,14.0,20.0
24,2020.0,4.0,25.0,12.9,16.9,14.9,14.4,12.0
25,2020.0,4.0,26.0,7.3,15.0,11.2,11.3,20.0
26,2020.0,4.0,27.0,10.1,14.0,12.1,13.0,20.0
27,2020.0,4.0,28.0,10.2,16.2,13.2,12.2,20.0
28,2020.0,4.0,29.0,6.8,15.3,11.1,10.1,20.0
29,2020.0,4.0,30.0,10.3,17.4,13.8,12.0,19.0
