,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020.0,1.0,1.0,11.7,26.1,18.2,18.2,24.0
1,2020.0,1.0,2.0,10.6,28.4,19.9,19.9,24.0
2,2020.0,1.0,3.0,11.6,28.7,19.9,19.9,24.0
3,2020.0,1.0,4.0,8.8,21.8,16.4,16.4,24.0
4,2020.0,1.0,5.0,8.9,18.9,13.9,13.9,24.0
5,2020.0,1.0,6.0,11.2,17.5,14.2,14.2,24.0
6,2020.0,1.0,7.0,12.2,19.9,14.7,14.7,24.0
7,2020.0,1.0,8.0,11.6,18.2,14.2,14.2,24.0
8,2020.0,1.0,9.0,10.6,17.7,13.0,13.0,24.0
9,2020.0,1.0,10.0,11.4,20.1,15.2,15.2,24.0
10,2020.0,1.0,11.0,8.8,23.7,16.0,16.0,24.0
11,2020.0,1.0,12.0,12.4,25.3,17.1,17.1,24.0
12,2020.0,1.0,13.0,9.6,25.6,17.7,17.7,24.0
13,2020.0,1.0,14.0,13.8,20.3,16.5,16.5,24.0
14,2020.0,1.0,15.0,6.0,18.0,12.7,12.7,24.0
15,2020.0,1.0,16.0,7.2,19.8,13.1,13.1,24.0
16,2020.0,1.0,17.0,9.7,25.3,16.4,16.4,24.0
17,2020.0,1.0,18.0,13.6,23.8,17.7,17.7,24.0
18,2020.0,1.0,19.0,11.0,23.0,16.1,16.1,24.0
19,2020.0,1.0,20.0,10.7,24.2,16.7,16.7,24.0
20,2020.0,1.0,21.0,12.6,26.8,18.9,18.9,24.0
21,2020.0,1.0,22.0,13.3,26.9,18.9,18.9,24.0
22,2020.0,1.0,23.0,10.7,25.6,18.4,18.4,24.0
23,2020.0,1.0,24.0,8.0,27.1,17.9,17.9,24.0
24,2020.0,1.0,25.0,15.9,25.2,20.0,20.0,24.0
25,2020.0,1.0,26.0,16.8,25.0,19.9,19.9,24.0
26,2020.0,1.0,27.0,8.9,29.9,18.1,18.1,24.0
27,2020.0,1.0,28.0,14.6,20.9,18.5,18.5,24.0
28,2020.0,1.0,29.0,7.6,20.8,14.2,14.2,24.0
29,2020.0,1.0,30.0,5.9,25.4,15.0,15.0,24.0
30,2020.0,1.0,31.0,16.0,28.9,21.2,21.2,24.0
0,2020.0,9.0,1.0,0.7,18.6,8.3,8.3,24.0
1,2020.0,9.0,2.0,7.1,13.4,10.0,10.0,24.0
2,2020.0,9.0,3.0,6.6,12.9,9.1,9.1,24.0
3,2020.0,9.0,4.0,2.1,12.0,6.4,6.4,24.0
4,2020.0,9.0,5.0,1.3,15.8,6.8,6.8,24.0
5,2020.0,9.0,6.0,5.1,17.8,11.4,7.3,8.0
6,2020.0,9.0,7.0,4.3,14.8,9.0,9.0,24.0
7,2020.0,9.0,8.0,8.6,14.3,10.8,10.8,24.0
8,2020.0,9.0,9.0,5.4,13.5,9.4,9.4,24.0
9,2020.0,9.0,10.0,5.8,13.3,11.0,11.0,24.0
10,2020.0,9.0,11.0,4.9,13.3,8.0,8.0,24.0
11,2020.0,9.0,12.0,6.7,12.9,9.8,9.8,24.0
12,2020.0,9.0,13.0,4.8,12.9,8.8,8.8,24.0
13,2020.0,9.0,14.0,1.7,16.5,8.7,8.7,24.0
14,2020.0,9.0,15.0,5.7,13.9,9.8,9.6,23.0
15,2020.0,9.0,16.0,5.7,12.3,9.5,9.5,24.0
16,2020.0,9.0,17.0,8.7,13.1,10.7,10.7,24.0
17,2020.0,9.0,18.0,6.7,13.8,9.8,9.8,24.0
18,2020.0,9.0,19.0,2.6,14.5,8.1,8.1,24.0
19,2020.0,9.0,20.0,2.9,17.8,9.1,9.1,24.0
20,2020.0,9.0,21.0,4.2,17.7,9.9,9.9,24.0
21,2020.0,9.0,22.0,8.3,15.4,10.8,10.8,24.0
22,2020.0,9.0,23.0,2.4,15.4,8.6,8.6,24.0
23,2020.0,9.0,24.0,5.2,15.4,9.5,9.5,24.0
24,2020.0,9.0,25.0,5.5,15.9,9.9,9.9,24.0
25,2020.0,9.0,26.0,7.4,15.8,10.9,10.9,24.0
26,2020.0,9.0,27.0,8.6,14.2,11.2,11.2,24.0
27,2020.0,9.0,28.0,5.3,15.8,10.6,10.6,24.0
28,2020.0,9.0,29.0,8.7,14.7,9.9,9.9,24.0
29,2020.0,9.0,30.0,3.3,12.3,7.6,7.6,24.0
0,2021.0,1.0,1.0,11.7,25.1,17.3,17.3,24.0
1,2021.0,1.0,2.0,7.8,27.1,17.1,17.1,24.0
2,2021.0,1.0,3.0,13.8,22.7,17.7,17.7,24.0
3,2021.0,1.0,4.0,9.3,22.1,15.2,15.2,24.0
4,2021.0,1.0,5.0,8.5,24.4,16.0,16.0,24.0
5,2021.0,1.0,6.0,9.6,27.0,17.5,17.5,24.0
6,2021.0,1.0,7.0,11.3,20.8,16.6,16.6,24.0
7,2021.0,1.0,8.0,6.1,21.8,14.5,14.5,24.0
8,2021.0,1.0,9.0,11.6,19.1,14.3,14.3,24.0
9,2021.0,1.0,10.0,11.3,16.9,14.1,14.1,24.0
10,2021.0,1.0,11.0,6.7,11.7,12.0,11.9,23.0
11,2021.0,1.0,12.0,3.3,19.5,11.4,16.6,13.0
12,2021.0,1.0,13.0,8.9,23.4,14.8,14.8,24.0
13,2021.0,1.0,14.0,7.2,22.5,14.8,14.8,24.0
14,2021.0,1.0,15.0,12.1,20.2,15.5,15.5,24.0
15,2021.0,1.0,16.0,7.2,20.9,14.2,14.2,24.0
16,2021.0,1.0,17.0,8.4,23.6,15.9,15.9,24.0
17,2021.0,1.0,18.0,9.6,26.7,18.7,18.7,24.0
18,2021.0,1.0,19.0,14.7,27.6,20.6,20.6,23.0
