Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2019.0,1.0,1.0,9.8,34.5,23.2,23.2,24.0
2019.0,1.0,2.0,13.7,33.0,23.8,23.8,24.0
2019.0,1.0,3.0,12.4,33.7,23.7,23.7,24.0
2019.0,1.0,4.0,10.4,32.8,22.5,22.5,24.0
2019.0,1.0,5.0,10.2,32.0,22.0,22.0,24.0
2019.0,1.0,6.0,9.8,30.6,21.1,21.1,24.0
2019.0,1.0,7.0,7.9,29.6,19.1,19.1,24.0
2019.0,1.0,8.0,7.0,29.0,18.3,18.3,24.0
2019.0,1.0,9.0,7.2,29.1,19.4,19.4,24.0
2019.0,1.0,10.0,8.0,28.9,19.4,19.4,24.0
2019.0,1.0,11.0,9.0,28.4,19.4,19.4,24.0
2019.0,1.0,12.0,8.8,29.7,20.3,20.3,24.0
2019.0,1.0,13.0,8.7,30.6,20.5,20.5,24.0
2019.0,1.0,14.0,7.9,31.3,20.9,20.9,24.0
2019.0,1.0,15.0,8.1,32.5,21.3,21.3,24.0
2019.0,1.0,16.0,8.6,32.3,21.4,21.4,24.0
2019.0,1.0,17.0,8.8,33.4,21.9,21.9,24.0
2019.0,1.0,18.0,9.4,33.3,22.2,22.2,24.0
2019.0,1.0,19.0,8.2,32.1,21.1,21.1,24.0
2019.0,1.0,20.0,9.3,35.1,22.6,22.6,24.0
2019.0,1.0,21.0,8.8,32.0,21.9,21.9,24.0
2019.0,1.0,22.0,9.7,33.0,21.9,21.9,24.0
2019.0,1.0,23.0,10.4,33.3,22.5,22.5,24.0
2019.0,1.0,24.0,13.6,33.8,24.1,24.1,24.0
2019.0,1.0,25.0,11.9,35.4,23.7,23.7,24.0
2019.0,1.0,26.0,12.2,32.8,23.4,23.4,24.0
2019.0,1.0,27.0,12.7,32.8,23.2,23.2,24.0
2019.0,1.0,28.0,12.2,33.0,23.2,23.2,24.0
2019.0,1.0,29.0,12.0,30.1,22.0,22.0,24.0
2019.0,1.0,30.0,14.7,31.0,22.9,22.9,24.0
2019.0,1.0,31.0,13.9,32.0,23.1,23.1,24.0
2019.0,2.0,1.0,15.7,32.0,23.9,23.9,24.0
2019.0,2.0,2.0,13.0,32.8,23.2,23.2,24.0
2019.0,2.0,3.0,13.3,34.8,24.4,24.4,24.0
2019.0,2.0,4.0,13.1,33.2,23.4,23.4,24.0
2019.0,2.0,5.0,12.7,34.5,23.7,23.7,24.0
2019.0,2.0,6.0,12.3,34.7,24.3,24.3,24.0
2019.0,2.0,7.0,16.2,32.9,23.6,23.6,24.0
2019.0,2.0,8.0,13.4,32.7,23.6,23.6,24.0
2019.0,2.0,9.0,12.5,32.6,23.0,23.0,24.0
2019.0,2.0,10.0,11.7,33.5,23.3,23.3,24.0
2019.0,2.0,11.0,11.9,33.6,23.3,23.3,24.0
2019.0,2.0,12.0,11.7,35.0,23.4,23.4,24.0
2019.0,2.0,13.0,10.1,34.0,22.6,22.6,24.0
2019.0,2.0,14.0,8.2,33.5,21.3,21.3,24.0
2019.0,2.0,15.0,8.1,32.5,20.6,20.6,24.0
2019.0,2.0,16.0,8.7,32.0,20.0,20.0,24.0
2019.0,2.0,17.0,8.5,33.9,21.2,21.2,24.0
2019.0,2.0,18.0,8.6,32.6,20.8,20.8,24.0
2019.0,2.0,19.0,9.6,33.2,21.3,21.3,24.0
2019.0,2.0,20.0,8.8,33.5,20.9,20.9,24.0
2019.0,2.0,21.0,10.1,33.3,21.5,21.5,24.0
2019.0,2.0,22.0,10.6,34.8,23.0,23.0,24.0
2019.0,2.0,23.0,10.7,33.3,22.8,22.8,24.0
2019.0,2.0,24.0,10.0,32.1,21.3,21.3,24.0
2019.0,2.0,25.0,10.1,30.8,20.8,20.8,24.0
2019.0,2.0,26.0,9.0,30.6,19.6,19.6,24.0
2019.0,2.0,27.0,8.7,32.2,20.1,20.1,24.0
2019.0,2.0,28.0,9.1,33.6,21.3,21.3,24.0
2019.0,3.0,1.0,9.0,33.1,21.2,21.2,24.0
2019.0,3.0,2.0,8.3,32.1,20.3,20.3,24.0
2019.0,3.0,3.0,9.4,33.3,21.4,21.4,24.0
2019.0,3.0,4.0,9.1,32.9,21.3,21.3,24.0
2019.0,3.0,5.0,7.7,34.4,20.6,20.6,24.0
2019.0,3.0,6.0,8.5,33.2,21.2,21.2,24.0
2019.0,3.0,7.0,7.9,32.7,20.3,20.3,24.0
2019.0,3.0,8.0,7.8,32.5,20.1,20.1,24.0
2019.0,3.0,9.0,8.6,31.9,20.2,20.2,24.0
2019.0,3.0,10.0,6.3,32.4,19.6,19.6,24.0
2019.0,3.0,11.0,5.2,31.7,18.3,18.3,24.0
2019.0,3.0,12.0,5.0,31.9,18.2,18.2,24.0
2019.0,3.0,13.0,4.7,32.6,18.3,18.3,24.0
2019.0,3.0,14.0,6.7,31.7,18.8,18.8,24.0
2019.0,3.0,15.0,9.4,30.4,19.3,19.3,24.0
2019.0,3.0,16.0,5.6,31.6,18.2,18.2,24.0
2019.0,3.0,17.0,4.6,33.4,18.8,18.8,24.0
2019.0,3.0,18.0,6.1,33.0,19.2,19.2,24.0
2019.0,3.0,19.0,6.3,33.6,18.9,18.9,24.0
2019.0,3.0,20.0,5.7,33.1,18.9,18.9,24.0
2019.0,3.0,21.0,6.0,32.3,18.8,18.8,24.0
2019.0,3.0,22.0,6.2,32.0,18.4,18.4,24.0
2019.0,3.0,23.0,6.3,31.6,18.5,18.5,24.0
