,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2021.0,1.0,1.0,8.4,18.2,13.4,13.5,22.0
1,2021.0,1.0,2.0,8.4,18.5,13.7,13.8,23.0
2,2021.0,1.0,3.0,9.7,18.4,14.6,14.8,22.0
3,2021.0,1.0,4.0,7.7,19.8,13.3,13.5,23.0
4,2021.0,1.0,5.0,7.4,15.1,11.3,11.2,14.0
5,2021.0,1.0,6.0,13.7,16.9,15.3,15.2,11.0
6,2021.0,1.0,7.0,6.8,16.6,12.7,12.7,24.0
7,2021.0,1.0,8.0,8.6,16.9,12.6,12.6,23.0
8,2021.0,1.0,9.0,10.0,14.8,11.9,12.1,23.0
9,2021.0,1.0,10.0,7.9,14.6,11.6,11.6,22.0
10,2021.0,1.0,11.0,5.8,15.0,10.0,10.3,23.0
11,2021.0,1.0,12.0,5.8,16.6,11.1,11.2,22.0
12,2021.0,1.0,13.0,6.8,17.4,12.0,12.1,23.0
13,2021.0,1.0,14.0,7.0,16.1,11.4,11.5,23.0
14,2021.0,1.0,15.0,11.1,16.2,13.4,13.3,23.0
15,2021.0,1.0,16.0,9.8,17.8,13.0,13.2,23.0
16,2021.0,1.0,17.0,9.9,18.0,13.7,14.1,22.0
17,2021.0,1.0,18.0,9.6,14.0,14.4,14.3,21.0
18,2021.0,1.0,19.0,16.7,20.5,18.6,18.9,10.0
19,2021.0,1.0,20.0,10.1,21.7,15.9,13.6,15.0
20,2021.0,1.0,21.0,12.9,17.2,15.9,15.7,14.0
21,2021.0,1.0,22.0,14.2,20.6,17.4,17.5,11.0
22,2021.0,1.0,23.0,14.9,21.2,18.1,16.7,12.0
23,2021.0,1.0,24.0,7.4,17.4,12.4,13.9,14.0
24,2021.0,1.0,25.0,11.1,17.4,13.9,13.3,18.0
25,2021.0,1.0,26.0,7.8,16.3,12.0,12.0,13.0
26,2021.0,1.0,27.0,10.7,17.4,14.0,13.5,14.0
27,2021.0,1.0,28.0,10.8,17.8,13.6,14.5,15.0
28,2021.0,1.0,29.0,8.2,18.5,13.3,13.5,15.0
29,2021.0,1.0,30.0,5.1,18.5,11.8,12.7,14.0
30,2021.0,1.0,31.0,12.4,18.8,15.6,13.1,14.0
0,2021.0,2.0,1.0,7.0,20.0,14.2,13.7,18.0
1,2021.0,2.0,2.0,7.0,20.6,14.4,14.1,15.0
2,2021.0,2.0,3.0,7.1,23.9,15.5,12.9,11.0
3,2021.0,2.0,4.0,10.3,28.5,19.4,15.1,11.0
4,2021.0,2.0,5.0,12.6,24.8,18.7,17.7,13.0
5,2021.0,2.0,6.0,10.3,21.8,16.0,14.7,12.0
6,2021.0,2.0,7.0,9.5,29.0,19.3,13.6,16.0
7,2021.0,2.0,8.0,10.6,21.0,15.8,13.4,15.0
8,2021.0,2.0,9.0,10.1,24.2,14.4,14.4,11.0
9,2021.0,2.0,10.0,11.6,28.5,17.3,17.5,15.0
10,2021.0,2.0,11.0,11.9,20.2,16.1,14.4,11.0
11,2021.0,2.0,12.0,8.7,19.1,13.9,13.4,13.0
12,2021.0,2.0,13.0,7.2,17.7,12.5,12.5,16.0
13,2021.0,2.0,14.0,8.8,20.2,14.5,12.8,19.0
14,2021.0,2.0,15.0,7.2,17.6,12.4,12.5,14.0
15,2021.0,2.0,16.0,7.9,16.5,12.2,11.8,15.0
16,2021.0,2.0,17.0,10.3,17.6,14.0,13.7,17.0
17,2021.0,2.0,18.0,10.5,15.7,13.1,13.3,20.0
18,2021.0,2.0,19.0,7.2,17.1,12.2,11.0,17.0
19,2021.0,2.0,20.0,6.5,16.8,11.6,11.7,13.0
20,2021.0,2.0,21.0,10.5,16.0,13.3,12.8,17.0
21,2021.0,2.0,22.0,10.0,16.1,13.1,12.4,17.0
22,2021.0,2.0,23.0,8.2,18.4,13.3,14.2,15.0
23,2021.0,2.0,24.0,10.4,23.1,16.8,13.5,11.0
24,2021.0,2.0,25.0,11.5,19.4,15.4,13.9,8.0
25,2021.0,2.0,26.0,11.0,16.1,13.6,12.8,17.0
26,2021.0,2.0,27.0,9.4,17.0,13.2,12.4,20.0
27,2021.0,2.0,28.0,9.2,19.6,14.4,13.6,16.0
0,2021.0,3.0,1.0,14.8,19.5,17.2,16.1,17.0
1,2021.0,3.0,2.0,12.5,20.5,16.5,14.4,17.0
2,2021.0,3.0,3.0,11.1,20.7,15.9,14.6,18.0
3,2021.0,3.0,4.0,8.8,23.1,16.0,15.0,17.0
4,2021.0,3.0,5.0,9.2,19.4,14.3,13.4,12.0
5,2021.0,3.0,6.0,12.4,15.4,13.9,13.9,14.0
6,2021.0,3.0,7.0,13.0,18.5,15.8,14.6,19.0
7,2021.0,3.0,8.0,9.2,19.7,14.5,12.5,13.0
8,2021.0,3.0,9.0,8.0,20.0,13.7,13.1,18.0
9,2021.0,3.0,10.0,10.9,18.1,14.5,14.4,17.0
10,2021.0,3.0,11.0,9.7,17.2,13.5,12.5,17.0
11,2021.0,3.0,12.0,11.2,19.6,15.4,13.9,15.0
12,2021.0,3.0,13.0,7.7,19.5,12.3,12.4,18.0
13,2021.0,3.0,14.0,6.0,21.2,13.6,10.8,18.0
14,2021.0,3.0,15.0,10.7,16.3,12.4,12.8,15.0
