,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020.0,11.0,1.0,16.3,25.6,20.9,23.5,8.0
1,2020.0,11.0,2.0,7.4,17.8,13.6,13.5,23.0
2,2020.0,11.0,3.0,10.2,20.8,14.5,14.5,24.0
3,2020.0,11.0,4.0,9.9,16.6,12.9,12.9,24.0
4,2020.0,11.0,5.0,6.3,19.1,12.7,12.7,24.0
5,2020.0,11.0,6.0,4.6,20.1,12.8,12.8,24.0
6,2020.0,11.0,7.0,5.9,20.8,12.7,12.7,24.0
7,2020.0,11.0,8.0,7.2,21.6,14.2,14.2,24.0
8,2020.0,11.0,9.0,6.7,22.1,13.7,13.7,24.0
9,2020.0,11.0,10.0,11.8,22.9,15.0,15.0,24.0
10,2020.0,11.0,11.0,5.4,16.0,14.4,14.1,22.0
11,2020.0,11.0,12.0,10.7,22.4,16.5,18.4,14.0
12,2020.0,11.0,13.0,7.6,16.1,13.1,13.1,24.0
13,2020.0,11.0,14.0,4.3,17.8,11.3,11.3,24.0
14,2020.0,11.0,15.0,3.6,19.3,12.5,12.5,24.0
15,2020.0,11.0,16.0,4.4,19.9,12.4,12.4,24.0
16,2020.0,11.0,17.0,7.5,23.2,14.5,14.5,24.0
17,2020.0,11.0,18.0,5.4,27.1,16.6,16.6,24.0
18,2020.0,11.0,19.0,7.6,27.7,17.2,17.2,24.0
19,2020.0,11.0,20.0,12.7,20.1,15.1,15.1,24.0
20,2020.0,11.0,21.0,11.4,17.2,14.2,14.2,24.0
21,2020.0,11.0,22.0,10.2,21.1,15.0,15.0,24.0
22,2020.0,11.0,23.0,9.9,17.9,13.4,13.4,24.0
23,2020.0,11.0,24.0,10.8,17.2,14.1,14.1,24.0
24,2020.0,11.0,25.0,9.8,17.5,13.8,13.8,24.0
25,2020.0,11.0,26.0,0.9,20.6,11.0,11.0,24.0
26,2020.0,11.0,27.0,3.1,19.3,11.5,11.5,24.0
27,2020.0,11.0,28.0,10.5,15.8,13.1,13.1,24.0
28,2020.0,11.0,29.0,1.4,17.0,10.7,10.7,24.0
29,2020.0,11.0,30.0,4.4,20.6,12.9,12.9,24.0
0,2021.0,1.0,1.0,11.3,25.8,17.6,17.6,24.0
1,2021.0,1.0,2.0,5.7,27.8,17.1,17.1,24.0
2,2021.0,1.0,3.0,12.3,23.1,17.8,17.8,24.0
3,2021.0,1.0,4.0,9.2,22.8,15.5,15.5,24.0
4,2021.0,1.0,5.0,6.6,25.3,15.9,15.9,24.0
5,2021.0,1.0,6.0,7.2,27.9,17.0,17.0,24.0
6,2021.0,1.0,7.0,11.3,21.8,16.9,16.9,24.0
7,2021.0,1.0,8.0,3.6,22.5,14.2,14.2,24.0
8,2021.0,1.0,9.0,10.4,18.9,14.4,14.4,24.0
9,2021.0,1.0,10.0,11.7,17.1,14.4,14.4,24.0
10,2021.0,1.0,11.0,5.7,11.7,12.1,12.1,23.0
11,2021.0,1.0,12.0,1.4,20.2,10.8,17.9,12.0
12,2021.0,1.0,13.0,7.1,24.4,14.8,14.8,24.0
13,2021.0,1.0,14.0,5.7,22.9,14.5,14.5,24.0
14,2021.0,1.0,15.0,11.6,21.5,15.9,15.9,24.0
15,2021.0,1.0,16.0,6.3,21.8,14.1,14.1,24.0
16,2021.0,1.0,17.0,6.2,24.3,15.7,15.7,24.0
17,2021.0,1.0,18.0,8.2,27.8,18.7,18.7,24.0
18,2021.0,1.0,19.0,14.2,28.3,20.8,20.8,24.0
19,2021.0,1.0,20.0,10.8,29.8,19.4,19.9,23.0
20,2021.0,1.0,21.0,10.6,29.9,20.1,20.1,24.0
21,2021.0,1.0,22.0,12.6,32.9,22.1,22.1,24.0
22,2021.0,1.0,23.0,17.7,28.3,21.4,21.4,24.0
23,2021.0,1.0,24.0,7.8,25.9,17.2,17.2,24.0
24,2021.0,1.0,25.0,4.4,24.1,15.4,15.4,24.0
25,2021.0,1.0,26.0,6.4,21.3,15.5,15.5,24.0
26,2021.0,1.0,27.0,7.8,21.1,14.1,14.1,24.0
