,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,1952.0,1.0,1.0,12.0,16.0,14.0,14.6,14.0
1,1952.0,1.0,2.0,13.0,16.0,14.5,15.4,14.0
2,1952.0,1.0,3.0,10.0,19.0,14.5,16.3,14.0
3,1952.0,1.0,4.0,9.0,20.0,14.5,15.9,14.0
4,1952.0,1.0,5.0,5.0,18.0,11.5,14.9,14.0
5,1952.0,1.0,6.0,13.0,20.0,16.5,17.1,14.0
6,1952.0,1.0,7.0,4.0,20.0,12.0,17.0,14.0
7,1952.0,1.0,8.0,9.0,18.0,13.5,16.1,14.0
8,1952.0,1.0,9.0,11.0,19.0,15.0,15.7,14.0
9,1952.0,1.0,10.0,8.0,18.0,13.0,15.7,14.0
10,1952.0,1.0,11.0,11.0,18.0,14.5,15.5,14.0
11,1952.0,1.0,12.0,9.0,18.0,13.5,15.5,14.0
12,1952.0,1.0,13.0,5.0,19.0,12.0,15.4,14.0
13,1952.0,1.0,14.0,8.0,17.0,12.5,15.2,14.0
14,1952.0,1.0,15.0,9.0,19.0,14.0,16.7,14.0
15,1952.0,1.0,16.0,9.0,19.0,14.0,15.7,15.0
16,1952.0,1.0,17.0,10.0,21.0,15.5,16.6,15.0
17,1952.0,1.0,18.0,4.0,20.0,12.0,16.1,14.0
18,1952.0,1.0,19.0,14.0,19.0,16.5,16.2,14.0
19,1952.0,1.0,20.0,3.0,22.0,12.5,17.6,14.0
20,1952.0,1.0,21.0,9.0,22.0,15.5,18.4,14.0
21,1952.0,1.0,22.0,6.0,23.0,14.5,18.1,14.0
22,1952.0,1.0,23.0,9.0,22.0,15.5,18.5,14.0
23,1952.0,1.0,24.0,8.0,22.0,15.0,16.6,14.0
24,1952.0,1.0,25.0,1.0,18.0,9.5,14.4,14.0
25,1952.0,1.0,26.0,1.0,18.0,9.5,14.4,14.0
26,1952.0,1.0,27.0,6.0,19.0,12.5,15.5,14.0
27,1952.0,1.0,28.0,7.0,18.0,12.5,14.5,14.0
28,1952.0,1.0,29.0,10.0,17.0,13.5,14.4,14.0
29,1952.0,1.0,30.0,9.0,18.0,13.5,15.4,14.0
30,1952.0,1.0,31.0,6.0,18.0,12.0,14.3,14.0
0,1952.0,2.0,1.0,9.0,19.0,14.0,16.4,14.0
1,1952.0,2.0,2.0,10.0,16.0,13.0,14.1,14.0
2,1952.0,2.0,3.0,10.0,17.0,13.5,15.2,14.0
3,1952.0,2.0,4.0,14.0,20.0,17.0,17.8,14.0
4,1952.0,2.0,5.0,5.0,24.0,14.5,19.0,14.0
5,1952.0,2.0,6.0,5.0,22.0,13.5,17.6,14.0
6,1952.0,2.0,7.0,5.0,22.0,13.5,16.9,14.0
7,1952.0,2.0,8.0,12.0,22.0,17.0,16.1,14.0
8,1952.0,2.0,9.0,11.0,19.0,15.0,16.4,14.0
9,1952.0,2.0,10.0,10.0,17.0,13.5,15.3,14.0
10,1952.0,2.0,11.0,9.0,16.0,12.5,13.9,14.0
11,1952.0,2.0,12.0,7.0,18.0,12.5,15.1,14.0
