,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020.0,1.0,1.0,7.1,25.1,15.1,15.1,24.0
1,2020.0,1.0,2.0,8.6,20.3,15.5,15.5,24.0
2,2020.0,1.0,3.0,8.6,22.4,15.1,15.1,24.0
3,2020.0,1.0,4.0,10.1,20.5,16.0,16.0,24.0
4,2020.0,1.0,5.0,7.5,20.5,14.4,14.4,24.0
5,2020.0,1.0,6.0,7.7,19.8,14.5,14.5,24.0
6,2020.0,1.0,7.0,8.6,21.6,14.7,14.7,24.0
7,2020.0,1.0,8.0,11.5,22.5,15.8,15.8,24.0
8,2020.0,1.0,9.0,9.7,19.7,15.1,15.1,24.0
9,2020.0,1.0,10.0,6.8,20.1,14.4,14.4,24.0
10,2020.0,1.0,11.0,7.2,20.4,14.3,14.3,24.0
11,2020.0,1.0,12.0,7.0,20.1,13.5,13.5,24.0
12,2020.0,1.0,13.0,14.0,18.7,15.8,15.8,24.0
13,2020.0,1.0,14.0,13.3,20.1,16.0,16.0,24.0
14,2020.0,1.0,15.0,8.6,21.3,15.0,14.9,22.0
15,2020.0,1.0,16.0,10.8,20.7,15.8,16.4,21.0
16,2020.0,1.0,17.0,6.9,23.1,14.6,14.6,24.0
17,2020.0,1.0,18.0,7.7,20.6,13.8,13.8,24.0
18,2020.0,1.0,19.0,8.7,21.5,13.9,13.9,24.0
19,2020.0,1.0,20.0,12.0,19.2,15.1,15.1,24.0
20,2020.0,1.0,21.0,7.4,22.6,14.6,14.6,24.0
21,2020.0,1.0,22.0,10.5,24.3,16.6,16.6,24.0
22,2020.0,1.0,23.0,15.5,20.5,18.0,17.8,19.0
23,2020.0,1.0,24.0,10.2,21.2,16.4,16.4,24.0
24,2020.0,1.0,25.0,7.2,20.5,14.9,14.9,24.0
25,2020.0,1.0,26.0,11.2,21.7,16.5,16.5,24.0
26,2020.0,1.0,27.0,9.8,20.6,15.7,15.7,24.0
27,2020.0,1.0,28.0,10.7,21.1,15.6,15.6,24.0
28,2020.0,1.0,29.0,6.8,19.5,13.7,13.7,24.0
29,2020.0,1.0,30.0,4.3,16.0,10.2,11.1,18.0
30,2020.0,1.0,31.0,7.7,21.2,14.5,14.6,23.0
0,2020.0,2.0,1.0,9.7,23.4,16.0,16.0,24.0
1,2020.0,2.0,2.0,8.4,21.9,15.8,15.8,24.0
2,2020.0,2.0,3.0,9.7,22.8,15.8,15.8,24.0
3,2020.0,2.0,4.0,11.5,24.2,17.5,17.5,24.0
4,2020.0,2.0,5.0,7.5,18.9,13.6,13.6,24.0
5,2020.0,2.0,6.0,6.1,18.2,13.2,13.2,24.0
6,2020.0,2.0,7.0,5.1,20.1,13.3,13.3,24.0
7,2020.0,2.0,8.0,5.2,20.0,13.3,13.3,24.0
8,2020.0,2.0,9.0,7.3,21.5,13.8,13.8,24.0
9,2020.0,2.0,10.0,8.2,18.9,13.4,12.9,23.0
10,2020.0,2.0,11.0,8.5,20.2,14.4,14.9,23.0
11,2020.0,2.0,12.0,10.4,20.3,15.4,15.4,24.0
12,2020.0,2.0,13.0,5.5,19.3,13.3,13.3,24.0
13,2020.0,2.0,14.0,4.6,19.3,12.7,12.7,24.0
14,2020.0,2.0,15.0,8.4,20.9,14.4,14.4,24.0
15,2020.0,2.0,16.0,9.4,20.3,14.8,14.8,24.0
16,2020.0,2.0,17.0,10.6,21.2,15.4,15.4,24.0
17,2020.0,2.0,18.0,7.7,19.8,15.1,15.1,24.0
18,2020.0,2.0,19.0,8.0,20.8,14.7,14.7,24.0
19,2020.0,2.0,20.0,5.7,23.7,14.0,14.0,24.0
20,2020.0,2.0,21.0,7.0,25.7,15.6,15.6,24.0
21,2020.0,2.0,22.0,8.8,26.6,15.7,15.7,24.0
22,2020.0,2.0,23.0,9.6,19.4,13.9,13.9,24.0
23,2020.0,2.0,24.0,8.6,18.5,14.9,14.9,24.0
24,2020.0,2.0,25.0,6.2,20.4,13.6,13.6,24.0
