,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2021.0,1.0,1.0,13.7,21.7,16.8,16.9,23.0
1,2021.0,1.0,2.0,15.5,23.5,18.3,18.4,23.0
2,2021.0,1.0,3.0,11.5,18.9,15.1,14.9,22.0
3,2021.0,1.0,4.0,10.2,23.7,15.2,15.7,23.0
4,2021.0,1.0,5.0,10.8,19.3,15.0,14.6,14.0
5,2021.0,1.0,6.0,16.1,24.4,20.3,20.7,11.0
6,2021.0,1.0,7.0,10.2,18.5,14.4,14.4,24.0
7,2021.0,1.0,8.0,11.4,19.4,14.3,14.3,23.0
8,2021.0,1.0,9.0,7.9,17.0,12.3,12.2,23.0
9,2021.0,1.0,10.0,4.5,11.8,8.0,8.0,22.0
10,2021.0,1.0,11.0,6.5,16.1,10.1,10.3,23.0
11,2021.0,1.0,12.0,8.9,18.8,12.9,13.3,23.0
12,2021.0,1.0,13.0,9.6,25.6,15.4,15.9,23.0
13,2021.0,1.0,14.0,13.8,25.6,19.3,19.2,23.0
14,2021.0,1.0,15.0,11.5,20.8,15.6,15.4,23.0
15,2021.0,1.0,16.0,13.2,23.6,17.3,17.5,23.0
16,2021.0,1.0,17.0,14.6,22.5,18.1,18.1,22.0
17,2021.0,1.0,18.0,15.9,18.8,18.4,18.4,21.0
18,2021.0,1.0,19.0,19.1,25.6,22.4,22.9,10.0
19,2021.0,1.0,20.0,17.7,23.9,20.3,20.3,24.0
20,2021.0,1.0,21.0,17.1,23.5,20.5,20.2,23.0
21,2021.0,1.0,22.0,16.0,24.2,18.8,18.7,23.0
22,2021.0,1.0,23.0,11.6,22.3,16.3,16.5,23.0
23,2021.0,1.0,24.0,12.1,20.1,15.8,15.9,23.0
24,2021.0,1.0,25.0,7.0,15.5,11.7,11.7,24.0
25,2021.0,1.0,26.0,8.9,16.2,12.0,12.1,23.0
26,2021.0,1.0,27.0,10.2,18.2,13.0,13.1,23.0
27,2021.0,1.0,28.0,8.9,16.6,12.4,12.6,23.0
28,2021.0,1.0,29.0,10.2,20.4,14.0,14.2,23.0
29,2021.0,1.0,30.0,5.3,22.8,14.5,14.7,23.0
30,2021.0,1.0,31.0,15.2,29.0,22.1,17.9,21.0
0,2021.0,2.0,1.0,13.9,27.6,20.5,20.5,23.0
1,2021.0,2.0,2.0,13.6,30.8,20.5,20.9,23.0
2,2021.0,2.0,3.0,17.0,30.7,23.1,23.3,23.0
3,2021.0,2.0,4.0,18.4,33.6,25.9,26.0,23.0
4,2021.0,2.0,5.0,16.7,32.8,24.3,24.5,23.0
5,2021.0,2.0,6.0,10.1,27.3,18.2,17.9,23.0
6,2021.0,2.0,7.0,12.6,23.7,18.2,16.2,22.0
7,2021.0,2.0,8.0,8.9,28.6,18.8,18.9,23.0
8,2021.0,2.0,9.0,15.3,31.6,24.1,24.8,23.0
9,2021.0,2.0,10.0,15.1,31.6,24.4,24.5,23.0
10,2021.0,2.0,11.0,17.2,29.7,22.9,22.9,24.0
11,2021.0,2.0,12.0,10.0,28.3,17.5,17.5,24.0
12,2021.0,2.0,13.0,13.3,21.4,16.9,16.9,24.0
13,2021.0,2.0,14.0,10.0,19.8,14.7,14.7,24.0
14,2021.0,2.0,15.0,5.0,26.0,15.5,15.6,23.0
15,2021.0,2.0,16.0,13.7,21.6,17.4,17.4,24.0
16,2021.0,2.0,17.0,13.7,21.3,16.5,16.5,24.0
17,2021.0,2.0,18.0,10.3,15.6,13.2,13.2,24.0
18,2021.0,2.0,19.0,8.5,17.6,12.1,12.1,24.0
19,2021.0,2.0,20.0,12.1,19.6,14.8,14.9,23.0
20,2021.0,2.0,21.0,9.9,17.7,13.7,14.1,20.0
21,2021.0,2.0,22.0,10.8,18.0,13.7,13.7,24.0
22,2021.0,2.0,23.0,13.9,26.9,18.7,18.7,24.0
23,2021.0,2.0,24.0,17.4,26.1,21.8,19.4,17.0
24,2021.0,2.0,25.0,15.7,33.3,22.2,22.2,23.0
25,2021.0,2.0,26.0,10.2,28.0,21.5,21.5,24.0
26,2021.0,2.0,27.0,14.4,24.2,18.0,18.0,24.0
27,2021.0,2.0,28.0,14.8,23.4,18.3,18.3,24.0
0,2021.0,3.0,1.0,16.2,24.8,19.8,19.8,24.0
1,2021.0,3.0,2.0,11.8,17.7,14.1,14.1,24.0
2,2021.0,3.0,3.0,11.2,20.2,14.0,14.0,24.0
3,2021.0,3.0,4.0,8.7,23.3,16.1,16.1,24.0
4,2021.0,3.0,5.0,12.4,30.8,21.5,21.6,23.0
5,2021.0,3.0,6.0,16.1,23.7,20.6,20.6,24.0
6,2021.0,3.0,7.0,10.0,16.4,13.3,13.3,24.0
7,2021.0,3.0,8.0,9.1,16.9,11.8,11.8,24.0
8,2021.0,3.0,9.0,13.0,21.8,16.3,16.3,24.0
9,2021.0,3.0,10.0,6.0,16.6,10.7,10.7,24.0
10,2021.0,3.0,11.0,8.0,18.3,13.6,13.6,24.0
11,2021.0,3.0,12.0,14.0,24.2,17.6,17.6,24.0
12,2021.0,3.0,13.0,11.7,21.9,16.2,16.2,24.0
13,2021.0,3.0,14.0,6.3,21.0,13.4,13.4,24.0
14,2021.0,3.0,15.0,14.3,22.0,17.9,17.9,24.0
15,2021.0,3.0,16.0,8.8,17.0,12.8,12.8,24.0
16,2021.0,3.0,17.0,1.4,19.1,9.5,9.5,24.0
17,2021.0,3.0,18.0,7.6,25.2,15.4,15.4,24.0
18,2021.0,3.0,19.0,12.1,18.5,14.8,14.8,24.0
19,2021.0,3.0,20.0,12.3,20.3,15.0,15.0,24.0
20,2021.0,3.0,21.0,12.0,23.2,15.8,16.0,23.0
21,2021.0,3.0,22.0,13.2,20.9,16.7,16.7,24.0
22,2021.0,3.0,23.0,10.1,16.7,13.8,13.8,24.0
23,2021.0,3.0,24.0,8.6,17.7,11.6,11.6,24.0
24,2021.0,3.0,25.0,8.6,21.6,13.7,13.7,24.0
25,2021.0,3.0,26.0,12.1,20.5,15.5,15.5,24.0
26,2021.0,3.0,27.0,14.8,21.3,16.7,16.7,24.0
27,2021.0,3.0,28.0,16.7,22.3,19.5,17.8,22.0
28,2021.0,3.0,29.0,15.2,26.5,19.0,19.0,24.0
29,2021.0,3.0,30.0,15.9,25.1,19.3,19.3,24.0
30,2021.0,3.0,31.0,10.8,16.0,11.8,11.8,24.0
0,2021.0,4.0,1.0,8.9,12.1,10.5,10.7,16.0
1,2021.0,4.0,2.0,10.0,20.5,15.3,15.4,23.0
2,2021.0,4.0,3.0,12.1,16.2,14.2,14.2,24.0
3,2021.0,4.0,4.0,14.2,21.2,16.5,16.5,24.0
4,2021.0,4.0,5.0,9.4,16.1,12.7,12.7,24.0
5,2021.0,4.0,6.0,10.0,17.8,12.4,12.4,24.0
6,2021.0,4.0,7.0,9.2,15.2,12.2,12.2,24.0
7,2021.0,4.0,8.0,9.6,15.7,12.2,12.2,24.0
8,2021.0,4.0,9.0,7.4,17.2,11.6,11.6,24.0
9,2021.0,4.0,10.0,9.5,15.6,11.6,11.6,24.0
10,2021.0,4.0,11.0,13.3,19.2,15.3,15.3,23.0
11,2021.0,4.0,12.0,13.2,17.6,15.3,15.3,24.0
12,2021.0,4.0,13.0,13.3,22.2,16.3,16.3,24.0
13,2021.0,4.0,14.0,10.4,18.9,15.0,15.0,24.0
14,2021.0,4.0,15.0,10.0,16.7,12.7,12.7,24.0
15,2021.0,4.0,16.0,12.6,16.1,14.2,14.2,24.0
