,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2021.0,1.0,1.0,12.4,29.1,20.2,20.2,24.0
1,2021.0,1.0,2.0,11.8,28.7,19.1,19.1,24.0
2,2021.0,1.0,3.0,11.1,30.8,19.5,19.5,24.0
3,2021.0,1.0,4.0,12.2,30.4,19.9,19.9,24.0
4,2021.0,1.0,5.0,11.3,28.4,17.9,17.9,24.0
5,2021.0,1.0,6.0,10.4,30.3,18.6,18.6,24.0
6,2021.0,1.0,7.0,11.1,32.1,19.9,19.9,24.0
7,2021.0,1.0,8.0,10.2,28.7,18.5,18.5,24.0
8,2021.0,1.0,9.0,8.7,28.4,17.5,17.5,24.0
9,2021.0,1.0,10.0,8.1,28.2,17.6,17.6,24.0
10,2021.0,1.0,11.0,9.0,29.2,18.7,18.7,24.0
11,2021.0,1.0,12.0,10.0,30.6,19.8,19.8,24.0
12,2021.0,1.0,13.0,9.9,31.6,19.8,19.8,24.0
13,2021.0,1.0,14.0,9.8,30.8,19.0,19.0,24.0
14,2021.0,1.0,15.0,10.9,30.4,20.1,20.1,24.0
15,2021.0,1.0,16.0,10.5,27.9,18.7,18.7,24.0
16,2021.0,1.0,17.0,11.6,30.9,20.4,20.4,24.0
17,2021.0,1.0,18.0,10.4,31.0,19.7,19.7,24.0
18,2021.0,1.0,19.0,11.0,30.4,19.2,18.7,21.0
19,2021.0,1.0,20.0,11.4,30.8,19.6,19.6,23.0
20,2021.0,1.0,21.0,12.2,18.4,15.3,16.6,18.0
21,2021.0,1.0,22.0,12.4,30.8,21.6,24.5,13.0
22,2021.0,1.0,23.0,13.3,30.6,20.4,20.4,24.0
23,2021.0,1.0,24.0,12.9,31.5,21.5,21.5,24.0
24,2021.0,1.0,25.0,13.3,30.3,20.7,20.7,24.0
25,2021.0,1.0,26.0,11.8,28.6,19.3,19.3,24.0
26,2021.0,1.0,27.0,10.6,31.7,19.3,19.3,24.0
27,2021.0,1.0,28.0,11.8,30.7,20.5,20.5,24.0
28,2021.0,1.0,29.0,12.8,29.2,19.7,19.7,24.0
29,2021.0,1.0,30.0,15.9,26.3,19.0,19.0,24.0
30,2021.0,1.0,31.0,16.3,25.6,20.3,20.3,24.0
