,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2022.0,2.0,1.0,10.0,13.2,11.6,11.5,7.0
1,2022.0,2.0,2.0,10.2,13.0,11.3,11.3,8.0
2,2022.0,2.0,3.0,11.0,16.4,13.6,13.6,8.0
3,2022.0,2.0,4.0,9.6,17.6,13.2,13.2,8.0
4,2022.0,2.0,5.0,9.0,14.0,11.7,11.7,8.0
5,2022.0,2.0,6.0,13.0,15.0,14.2,14.2,8.0
6,2022.0,2.0,7.0,13.6,14.4,14.1,14.1,8.0
7,2022.0,2.0,8.0,11.0,16.5,12.9,12.9,8.0
8,2022.0,2.0,9.0,9.5,13.6,11.6,11.6,8.0
9,2022.0,2.0,10.0,7.7,13.6,10.2,10.2,8.0
10,2022.0,2.0,11.0,8.8,13.5,10.8,10.8,8.0
11,2022.0,2.0,12.0,11.0,16.2,13.2,13.2,8.0
12,2022.0,2.0,13.0,12.4,18.8,14.9,14.9,8.0
13,2022.0,2.0,14.0,10.4,12.5,11.4,11.4,8.0
14,2022.0,2.0,15.0,9.5,11.6,10.9,10.9,8.0
15,2022.0,2.0,16.0,8.8,16.0,10.9,10.9,8.0
16,2022.0,2.0,17.0,11.6,16.0,13.3,13.3,8.0
17,2022.0,2.0,18.0,12.0,14.8,13.5,13.5,8.0
18,2022.0,2.0,19.0,14.0,18.4,15.3,15.3,8.0
19,2022.0,2.0,20.0,13.6,20.0,16.1,16.1,8.0
20,2022.0,2.0,21.0,14.0,20.0,16.5,16.5,8.0
21,2022.0,2.0,22.0,13.2,20.6,16.3,16.3,8.0
22,2022.0,2.0,23.0,14.0,21.0,16.3,16.3,8.0
23,2022.0,2.0,24.0,13.0,14.8,14.0,14.0,8.0
24,2022.0,2.0,25.0,11.0,14.2,12.4,12.4,8.0
25,2022.0,2.0,26.0,10.0,13.0,11.4,11.4,8.0
26,2022.0,2.0,27.0,7.5,10.4,9.6,9.6,8.0
27,2022.0,2.0,28.0,6.8,11.2,8.4,8.4,8.0
0,2022.0,3.0,1.0,9.8,13.0,11.5,11.6,7.0
1,2022.0,3.0,2.0,10.5,15.0,12.6,12.6,8.0
2,2022.0,3.0,3.0,9.5,11.8,11.0,11.0,8.0
3,2022.0,3.0,4.0,7.8,10.0,9.1,9.1,8.0
4,2022.0,3.0,5.0,6.5,11.6,9.4,9.4,8.0
5,2022.0,3.0,6.0,9.8,12.0,10.6,10.6,8.0
6,2022.0,3.0,7.0,7.6,12.0,10.0,10.0,8.0
7,2022.0,3.0,8.0,7.5,11.8,10.8,10.8,8.0
8,2022.0,3.0,9.0,7.4,11.8,9.5,9.5,8.0
9,2022.0,3.0,10.0,10.8,15.5,12.9,12.9,8.0
10,2022.0,3.0,11.0,11.5,13.0,12.1,12.1,8.0
11,2022.0,3.0,12.0,7.2,13.8,10.3,10.3,8.0
12,2022.0,3.0,13.0,9.2,14.0,10.6,10.6,8.0
13,2022.0,3.0,14.0,9.5,12.4,10.6,10.6,8.0
14,2022.0,3.0,15.0,12.0,13.8,12.7,12.7,8.0
15,2022.0,3.0,16.0,9.6,12.5,11.6,11.6,8.0
16,2022.0,3.0,17.0,5.0,13.8,8.6,8.6,8.0
17,2022.0,3.0,18.0,5.6,13.0,8.6,8.6,8.0
18,2022.0,3.0,19.0,8.4,16.0,10.7,10.7,8.0
19,2022.0,3.0,20.0,10.5,12.0,11.5,11.5,8.0
20,2022.0,3.0,21.0,8.4,10.4,10.4,10.4,8.0
21,2022.0,3.0,22.0,10.2,12.0,11.5,11.5,8.0
22,2022.0,3.0,23.0,5.0,13.0,8.9,8.9,8.0
23,2022.0,3.0,24.0,9.1,12.2,10.4,10.4,8.0
24,2022.0,3.0,25.0,11.0,13.0,11.6,11.6,8.0
25,2022.0,3.0,26.0,11.5,12.0,11.4,11.4,8.0
26,2022.0,3.0,27.0,7.6,12.0,9.8,10.1,7.0
27,2022.0,3.0,28.0,6.8,9.5,8.4,8.4,8.0
28,2022.0,3.0,29.0,3.0,13.0,7.8,7.8,8.0
29,2022.0,3.0,30.0,7.2,10.4,8.5,8.5,8.0
30,2022.0,3.0,31.0,9.0,10.5,9.7,9.7,8.0
