,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2020.0,1.0,1.0,8.7,28.3,17.2,17.2,24.0
1,2020.0,1.0,2.0,9.6,26.9,17.6,17.6,24.0
2,2020.0,1.0,3.0,14.4,27.2,18.5,18.5,24.0
3,2020.0,1.0,4.0,11.7,23.1,17.2,17.2,24.0
4,2020.0,1.0,5.0,7.9,20.2,13.8,13.8,24.0
5,2020.0,1.0,6.0,6.5,20.8,14.2,14.2,24.0
6,2020.0,1.0,7.0,4.1,20.1,13.4,13.4,24.0
7,2020.0,1.0,8.0,10.9,17.8,14.3,14.3,24.0
8,2020.0,1.0,9.0,9.8,20.2,14.2,14.2,24.0
9,2020.0,1.0,10.0,7.3,22.6,14.7,14.7,24.0
10,2020.0,1.0,11.0,4.1,25.2,14.8,14.8,24.0
11,2020.0,1.0,12.0,7.6,28.8,17.4,17.4,24.0
12,2020.0,1.0,13.0,12.6,20.0,15.4,15.4,24.0
13,2020.0,1.0,14.0,11.5,20.3,15.4,15.4,24.0
14,2020.0,1.0,15.0,3.8,19.7,12.8,12.8,24.0
15,2020.0,1.0,16.0,8.9,24.6,16.8,16.0,21.0
16,2020.0,1.0,17.0,11.4,29.3,19.1,19.1,24.0
17,2020.0,1.0,18.0,11.5,27.0,20.1,20.1,24.0
18,2020.0,1.0,19.0,3.8,25.2,14.6,14.6,24.0
19,2020.0,1.0,20.0,5.9,26.1,15.6,15.6,24.0
20,2020.0,1.0,21.0,8.2,30.9,18.3,18.3,24.0
21,2020.0,1.0,22.0,8.7,29.7,19.1,19.1,24.0
22,2020.0,1.0,23.0,8.3,25.9,17.1,17.5,19.0
23,2020.0,1.0,24.0,10.3,26.5,16.9,17.1,23.0
24,2020.0,1.0,25.0,9.0,27.7,17.7,17.7,24.0
25,2020.0,1.0,26.0,15.0,26.1,19.1,19.1,24.0
26,2020.0,1.0,27.0,6.4,27.1,16.5,16.5,24.0
27,2020.0,1.0,28.0,14.1,21.8,17.7,17.7,24.0
28,2020.0,1.0,29.0,4.7,22.1,13.8,13.8,24.0
29,2020.0,1.0,30.0,2.0,13.5,7.8,10.0,17.0
30,2020.0,1.0,31.0,12.8,27.1,20.0,18.0,23.0
0,2020.0,2.0,1.0,14.7,23.0,17.6,17.6,24.0
1,2020.0,2.0,2.0,2.8,25.0,13.3,13.3,24.0
2,2020.0,2.0,3.0,5.8,22.0,13.3,13.3,24.0
3,2020.0,2.0,4.0,11.1,14.0,14.8,14.7,22.0
4,2020.0,2.0,5.0,3.2,20.8,12.0,12.0,22.0
5,2020.0,2.0,6.0,1.4,22.1,12.5,12.5,24.0
6,2020.0,2.0,7.0,1.1,25.7,13.3,13.3,24.0
7,2020.0,2.0,8.0,6.1,31.6,18.0,18.0,24.0
8,2020.0,2.0,9.0,8.2,30.0,18.8,18.8,24.0
9,2020.0,2.0,10.0,8.1,26.6,16.6,16.6,24.0
10,2020.0,2.0,11.0,11.7,27.7,17.1,17.1,24.0
11,2020.0,2.0,12.0,12.2,22.6,16.8,16.8,23.0
12,2020.0,2.0,13.0,6.3,22.0,13.9,13.9,24.0
13,2020.0,2.0,14.0,3.4,24.4,13.1,13.1,24.0
14,2020.0,2.0,15.0,14.2,25.1,18.3,18.3,24.0
15,2020.0,2.0,16.0,14.3,24.4,17.6,17.6,24.0
16,2020.0,2.0,17.0,9.7,22.4,16.0,16.0,24.0
17,2020.0,2.0,18.0,2.3,24.4,13.0,13.0,24.0
18,2020.0,2.0,19.0,7.4,24.6,16.1,16.1,24.0
19,2020.0,2.0,20.0,10.3,33.1,19.1,19.4,23.0
20,2020.0,2.0,21.0,17.1,35.5,25.4,25.4,24.0
21,2020.0,2.0,22.0,5.9,26.9,15.2,15.2,24.0
22,2020.0,2.0,23.0,12.1,20.2,14.7,14.7,24.0
23,2020.0,2.0,24.0,4.9,21.8,14.1,14.6,23.0
24,2020.0,2.0,25.0,4.4,22.9,13.4,13.4,24.0
25,2020.0,2.0,26.0,10.6,24.7,15.9,15.9,24.0
26,2020.0,2.0,27.0,7.4,26.4,17.9,17.9,24.0
27,2020.0,2.0,28.0,11.1,27.0,17.5,17.5,24.0
28,2020.0,2.0,29.0,5.9,35.3,18.7,18.7,24.0
0,2020.0,4.0,1.0,2.9,21.9,12.5,12.5,24.0
1,2020.0,4.0,2.0,6.0,25.3,15.6,15.6,24.0
2,2020.0,4.0,3.0,3.3,22.5,13.8,13.8,24.0
3,2020.0,4.0,4.0,8.3,20.5,14.2,14.2,24.0
4,2020.0,4.0,5.0,0.7,18.8,9.1,9.1,24.0
5,2020.0,4.0,6.0,-0.9,19.1,9.3,9.3,24.0
6,2020.0,4.0,7.0,6.8,24.1,14.0,14.0,24.0
7,2020.0,4.0,8.0,0.2,29.2,11.8,11.7,23.0
8,2020.0,4.0,9.0,5.4,21.4,13.0,13.0,24.0
9,2020.0,4.0,10.0,4.0,20.7,10.4,10.4,24.0
10,2020.0,4.0,11.0,7.0,17.9,13.1,13.1,24.0
11,2020.0,4.0,12.0,-2.7,16.7,7.0,7.0,24.0
12,2020.0,4.0,13.0,-2.1,19.3,7.2,7.2,24.0
13,2020.0,4.0,14.0,-0.6,20.4,7.8,8.2,23.0
14,2020.0,4.0,15.0,6.9,16.3,11.6,11.4,23.0
15,2020.0,4.0,16.0,11.5,21.3,15.1,15.1,24.0
16,2020.0,4.0,17.0,10.9,24.6,16.3,16.2,21.0
17,2020.0,4.0,18.0,15.8,21.6,17.8,17.8,24.0
18,2020.0,4.0,19.0,0.0,18.3,12.4,13.2,23.0
19,2020.0,4.0,20.0,3.6,18.3,10.4,10.4,23.0
20,2020.0,4.0,21.0,2.2,18.4,10.1,10.1,24.0
21,2020.0,4.0,22.0,2.2,24.7,11.2,11.2,24.0
22,2020.0,4.0,23.0,8.6,18.7,13.1,12.3,23.0
23,2020.0,4.0,24.0,10.5,20.5,14.4,15.0,23.0
