Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
2021.0,1.0,1.0,5.7,26.6,15.5,15.7,23.0
2021.0,1.0,2.0,6.4,26.1,15.7,15.9,23.0
2021.0,1.0,3.0,13.6,26.1,17.8,18.1,22.0
2021.0,1.0,4.0,2.3,25.8,14.0,14.4,23.0
2021.0,1.0,5.0,6.4,17.9,12.1,11.4,14.0
2021.0,1.0,6.0,12.9,25.6,19.3,21.0,11.0
2021.0,1.0,7.0,13.9,24.1,17.1,17.1,24.0
2021.0,1.0,8.0,1.7,25.3,13.5,13.8,23.0
2021.0,1.0,9.0,8.2,20.2,14.1,14.3,23.0
2021.0,1.0,10.0,10.7,16.3,14.0,13.8,22.0
2021.0,1.0,11.0,8.5,18.5,12.5,12.7,23.0
2021.0,1.0,12.0,1.4,22.5,12.0,12.4,23.0
2021.0,1.0,13.0,1.5,25.1,12.8,13.2,23.0
2021.0,1.0,14.0,6.5,21.1,12.4,12.6,23.0
2021.0,1.0,15.0,11.8,19.4,15.2,15.3,23.0
2021.0,1.0,16.0,5.0,23.1,13.1,13.6,23.0
2021.0,1.0,17.0,4.4,25.3,14.3,15.1,22.0
2021.0,1.0,18.0,5.3,18.5,17.6,17.2,21.0
2021.0,1.0,19.0,19.5,31.6,25.6,27.8,10.0
2021.0,1.0,20.0,8.9,32.1,19.5,19.5,24.0
2021.0,1.0,21.0,10.9,32.3,19.5,19.8,23.0
2021.0,1.0,22.0,8.5,35.4,19.7,20.2,23.0
2021.0,1.0,23.0,8.2,30.8,19.7,19.9,23.0
2021.0,1.0,24.0,11.2,26.2,17.6,17.2,22.0
2021.0,1.0,25.0,5.2,24.7,14.3,14.3,24.0
2021.0,1.0,26.0,5.4,22.4,14.4,14.6,23.0
2021.0,1.0,27.0,5.0,19.4,12.8,13.0,23.0
2021.0,1.0,28.0,5.7,17.7,12.7,12.8,23.0
2021.0,1.0,29.0,13.8,21.8,16.5,16.6,23.0
2021.0,1.0,30.0,12.1,24.0,16.1,16.3,23.0
2021.0,1.0,31.0,12.5,24.3,18.4,15.3,20.0
2021.0,2.0,1.0,12.0,25.3,16.4,16.7,23.0
2021.0,2.0,2.0,8.2,30.0,17.7,18.4,23.0
2021.0,2.0,3.0,8.4,32.0,20.1,20.5,23.0
2021.0,2.0,4.0,9.1,37.6,23.6,24.0,23.0
2021.0,2.0,5.0,11.0,27.8,21.2,20.6,23.0
2021.0,2.0,6.0,12.5,20.6,14.9,15.1,23.0
2021.0,2.0,7.0,12.4,24.0,16.1,16.3,23.0
2021.0,2.0,8.0,11.4,29.1,18.4,18.7,23.0
2021.0,2.0,9.0,12.2,33.5,19.9,20.3,23.0
2021.0,2.0,10.0,11.0,34.6,21.6,21.7,23.0
2021.0,2.0,11.0,14.2,23.1,17.2,17.2,24.0
2021.0,2.0,12.0,13.7,27.0,17.7,17.7,24.0
2021.0,2.0,13.0,8.7,23.2,14.3,14.3,24.0
2021.0,2.0,14.0,5.2,24.5,14.2,14.2,24.0
2021.0,2.0,15.0,4.8,24.8,14.4,14.6,23.0
2021.0,2.0,16.0,7.1,21.9,13.8,13.8,24.0
2021.0,2.0,17.0,9.5,21.6,14.6,14.6,24.0
2021.0,2.0,18.0,9.2,17.2,12.8,12.8,24.0
2021.0,2.0,19.0,0.0,20.1,10.0,10.0,24.0
2021.0,2.0,20.0,1.2,22.8,11.6,11.9,23.0
2021.0,2.0,21.0,4.6,20.9,12.2,13.4,20.0
2021.0,2.0,22.0,9.6,22.0,15.0,15.0,24.0
2021.0,2.0,23.0,2.5,23.6,13.0,13.0,24.0
2021.0,2.0,24.0,10.6,32.5,19.8,19.8,24.0
2021.0,2.0,25.0,13.0,29.4,21.2,18.1,20.0
2021.0,2.0,26.0,11.0,21.2,14.1,14.1,24.0
2021.0,2.0,27.0,10.2,23.9,14.2,14.2,24.0
2021.0,2.0,28.0,9.2,27.1,15.7,15.7,24.0
2021.0,3.0,1.0,8.9,29.7,17.9,17.9,24.0
2021.0,3.0,2.0,12.7,28.8,18.2,18.2,24.0
2021.0,3.0,3.0,10.1,28.4,16.5,16.5,24.0
2021.0,3.0,4.0,9.9,31.1,17.4,18.2,23.0
2021.0,3.0,5.0,8.2,30.4,18.0,18.0,23.0
2021.0,3.0,6.0,8.4,25.5,15.8,15.8,24.0
2021.0,3.0,7.0,13.7,22.8,17.0,17.0,24.0
2021.0,3.0,8.0,7.4,26.8,16.2,16.2,24.0
2021.0,3.0,9.0,4.8,26.7,14.9,15.0,23.0
2021.0,3.0,10.0,13.2,17.4,15.2,15.2,24.0
2021.0,3.0,11.0,4.8,21.0,12.3,12.3,24.0
2021.0,3.0,12.0,4.9,24.5,14.2,14.2,24.0
2021.0,3.0,13.0,6.1,25.6,14.6,14.6,24.0
2021.0,3.0,14.0,9.0,26.7,15.5,15.5,24.0
2021.0,3.0,15.0,12.0,15.0,13.0,13.0,24.0
2021.0,3.0,16.0,10.7,21.0,14.4,14.4,24.0
2021.0,3.0,17.0,6.2,25.7,16.0,14.3,23.0
2021.0,3.0,18.0,8.2,24.5,17.7,17.7,24.0
2021.0,3.0,19.0,11.9,19.1,14.3,14.3,24.0
2021.0,3.0,20.0,6.7,21.8,14.3,14.3,24.0
2021.0,3.0,21.0,2.5,28.3,15.4,13.4,23.0
2021.0,3.0,22.0,7.0,24.3,13.7,13.7,24.0
2021.0,3.0,23.0,7.2,20.5,13.3,13.3,24.0
2021.0,3.0,24.0,6.8,19.8,13.0,13.0,24.0
2021.0,3.0,25.0,1.6,19.9,10.7,8.9,22.0
2021.0,3.0,26.0,3.7,23.1,11.7,11.7,24.0
2021.0,3.0,27.0,1.0,23.9,11.4,11.6,22.0
2021.0,3.0,28.0,5.7,25.5,15.6,12.6,22.0
2021.0,3.0,29.0,4.9,25.5,13.1,13.1,24.0
2021.0,3.0,30.0,10.4,17.5,13.0,13.2,23.0
2021.0,3.0,31.0,8.3,21.3,14.0,14.0,24.0
2021.0,4.0,1.0,11.3,15.8,13.6,12.3,16.0
2021.0,4.0,2.0,11.0,20.9,15.9,14.3,23.0
2021.0,4.0,3.0,3.5,23.8,11.8,11.8,24.0
2021.0,4.0,4.0,2.5,25.9,11.9,11.9,24.0
2021.0,4.0,5.0,5.9,17.8,13.3,13.3,24.0
2021.0,4.0,6.0,11.8,16.7,14.4,14.4,24.0
2021.0,4.0,7.0,6.9,20.3,13.9,13.9,24.0
2021.0,4.0,8.0,6.8,15.8,11.1,10.7,23.0
2021.0,4.0,9.0,4.3,16.3,10.0,10.0,24.0
2021.0,4.0,10.0,3.4,14.2,8.6,8.6,24.0
2021.0,4.0,11.0,2.5,20.4,10.3,10.6,23.0
2021.0,4.0,12.0,6.4,22.2,13.2,13.2,24.0
2021.0,4.0,13.0,4.3,24.7,13.7,13.7,24.0
2021.0,4.0,14.0,12.5,21.4,15.1,15.1,23.0
2021.0,4.0,15.0,7.1,20.4,13.8,13.8,24.0
2021.0,4.0,16.0,8.5,20.1,13.1,13.1,24.0
2021.0,4.0,17.0,2.6,22.0,10.4,10.4,24.0
2021.0,4.0,18.0,7.5,18.6,12.6,13.0,23.0
2021.0,4.0,19.0,12.5,20.5,16.3,16.3,24.0
2021.0,4.0,20.0,7.1,19.9,13.3,13.8,23.0
2021.0,4.0,21.0,9.1,13.8,11.6,11.6,24.0
2021.0,4.0,22.0,4.3,16.9,9.8,9.8,24.0
2021.0,4.0,23.0,2.6,16.5,9.4,9.4,24.0
2021.0,4.0,24.0,9.2,20.9,15.0,13.8,15.0
2021.0,4.0,25.0,4.4,19.0,9.7,9.7,23.0
2021.0,4.0,26.0,6.7,18.5,12.0,12.0,24.0
2021.0,4.0,27.0,4.1,18.2,9.6,9.6,24.0
