,Annio,Mes,Dia,Tminima,Tmaxima,MediaClimatologica,MediaAritmetica,Datos
0,2014.0,1.0,1.0,7.9,16.2,11.3,11.3,24.0
1,2014.0,1.0,2.0,6.0,15.2,9.2,9.2,24.0
2,2014.0,1.0,3.0,-4.0,23.3,10.4,10.4,24.0
3,2014.0,1.0,4.0,1.4,27.3,15.3,15.3,24.0
4,2014.0,1.0,5.0,2.8,30.5,16.7,16.7,24.0
5,2014.0,1.0,6.0,1.6,24.7,15.2,15.2,24.0
6,2014.0,1.0,7.0,2.6,25.6,15.3,15.3,24.0
7,2014.0,1.0,8.0,0.4,28.2,14.9,14.9,24.0
8,2014.0,1.0,9.0,8.7,17.8,13.3,13.3,24.0
9,2014.0,1.0,10.0,2.7,24.4,14.3,14.3,24.0
10,2014.0,1.0,11.0,0.8,32.7,17.4,17.4,24.0
11,2014.0,1.0,12.0,4.4,33.2,19.1,19.1,24.0
12,2014.0,1.0,13.0,4.8,30.6,19.3,19.3,24.0
13,2014.0,1.0,14.0,5.0,32.3,18.6,18.6,24.0
14,2014.0,1.0,15.0,5.6,35.9,21.4,21.4,24.0
15,2014.0,1.0,16.0,7.6,32.1,20.6,20.6,24.0
16,2014.0,1.0,17.0,9.4,27.5,19.0,19.0,24.0
17,2014.0,1.0,18.0,7.4,31.1,19.8,19.8,24.0
18,2014.0,1.0,19.0,8.7,28.1,18.5,18.5,24.0
19,2014.0,1.0,20.0,14.6,21.1,16.4,16.4,24.0
20,2014.0,1.0,21.0,11.6,20.0,15.3,15.3,24.0
21,2014.0,1.0,22.0,13.2,19.6,15.7,15.7,24.0
22,2014.0,1.0,23.0,6.7,11.0,9.9,9.9,24.0
23,2014.0,1.0,24.0,-2.1,21.2,8.5,8.5,24.0
24,2014.0,1.0,25.0,-1.8,25.2,12.0,12.0,24.0
25,2014.0,1.0,26.0,2.5,25.6,14.5,14.5,24.0
26,2014.0,1.0,27.0,2.7,24.3,14.6,14.2,23.0
27,2014.0,1.0,28.0,4.4,25.5,15.6,15.6,24.0
28,2014.0,1.0,29.0,3.4,28.0,16.0,16.0,24.0
29,2014.0,1.0,30.0,3.5,22.7,14.4,14.4,24.0
30,2014.0,1.0,31.0,12.0,17.4,14.4,14.4,24.0
0,2014.0,2.0,1.0,1.0,18.5,10.0,10.0,24.0
1,2014.0,2.0,2.0,9.1,15.6,11.6,11.6,24.0
