Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2010,9,1 ,,,,,s/p,s/p
2010,9,2 ,,,,,1.8,1.8
2010,9,3 ,,,,,0.2,2.0
2010,9,4 ,,,,,s/p,2.0
2010,9,5 ,,,,,s/p,2.0
2010,9,6 ,,,,,s/p,2.0
2010,9,7 ,,,,,s/p,2.0
2010,9,8 ,,,,,s/p,2.0
2010,9,9 ,,,,,s/p,2.0
2010,9,10 ,,,,,s/p,2.0
2010,9,11 ,,,,,s/p,2.0
2010,9,12 ,,,,,4.5,6.5
2010,9,13 ,,,,,s/p,6.5
2010,9,14 ,,,,,1.0,7.5
2010,9,15 ,,,,,1.5,9.0
2010,9,16 ,,,,,s/p,9.0
2010,9,17 ,,,,,s/p,9.0
2010,9,18 ,,,,,s/p,9.0
2010,9,19 ,,,,,s/p,9.0
2010,9,20 ,,,,,s/p,9.0
2010,9,21 ,,,,,s/p,9.0
2010,9,22 ,,,,,s/p,9.0
2010,9,23 ,,,,,s/p,9.0
2010,9,24 ,,,,,s/p,9.0
2010,9,25 ,,,,,s/p,9.0
2010,9,26 ,,,,,7.0,16.0
2010,9,27 ,,,,,5.5,21.5
2010,9,28 ,,,,,s/p,21.5
2010,9,29 ,,,,,s/p,21.5
2010,9,30 ,,,,,2.8,24.3
