Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,8,1 ,,s/p,s/p,s/p,s/p,s/p
2020,8,2 ,s/p,s/p,s/p,,s/p,s/p
2020,8,3 ,,3.2,,,3.2,3.2
2020,8,4 ,,,0.6,4.2,4.8,8.0
2020,8,5 ,1.0,1.0,1.4,,3.4,11.4
2020,8,6 ,,s/p,s/p,s/p,s/p,11.4
2020,8,7 ,s/p,s/p,s/p,s/p,s/p,11.4
2020,8,8 ,s/p,s/p,s/p,s/p,s/p,11.4
2020,8,9 ,,3.0,0.6,4.4,8.0,19.4
2020,8,10 ,s/p,1.0,s/p,s/p,1.0,20.4
2020,8,11 ,s/p,s/p,s/p,s/p,s/p,20.4
2020,8,12 ,s/p,0.2,0.4,1.2,1.8,22.2
2020,8,13 ,6.2,7.8,4.6,0.2,18.8,41.0
2020,8,14 ,s/p,s/p,4.2,s/p,4.2,45.2
2020,8,15 ,s/p,0.6,s/p,0.8,1.4,46.6
2020,8,16 ,0.4,0.8,s/p,,1.2,47.8
2020,8,17 ,,,1.0,0.4,1.4,49.2
2020,8,18 ,0.8,s/p,s/p,s/p,0.8,50.0
2020,8,19 ,,,,,,
2020,8,20 ,,,,,,
2020,8,21 ,,,,,,
2020,8,22 ,,,,,,
2020,8,23 ,,,,,,
2020,8,24 ,,,,,,
2020,8,25 ,,,,,,
2020,8,26 ,,,,,,
2020,8,27 ,,,,,,
2020,8,28 ,,,,,,
2020,8,29 ,,,,,,
2020,8,30 ,,,,,,
2020,8,31 ,,,,,,
