Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2003,3,1 ,,,,,s/p,s/p
2003,3,2 ,,,,,s/p,s/p
2003,3,3 ,,,,,s/p,s/p
2003,3,4 ,,,,,s/p,s/p
2003,3,5 ,,,,,s/p,s/p
2003,3,6 ,,,,,s/p,s/p
2003,3,7 ,,,,,s/p,s/p
2003,3,8 ,,,,,s/p,s/p
2003,3,9 ,,,,,s/p,s/p
2003,3,10 ,,,,,s/p,s/p
2003,3,11 ,,,,,s/p,s/p
2003,3,12 ,,,,,s/p,s/p
2003,3,13 ,,,,,s/p,s/p
2003,3,14 ,,,,,s/p,s/p
2003,3,15 ,,,,,s/p,s/p
2003,3,16 ,,,,,3.0,3.0
2003,3,17 ,,,,,15.0,18.0
2003,3,18 ,,,,,14.0,32.0
2003,3,19 ,,,,,14.0,46.0
2003,3,20 ,,,,,7.2,53.2
2003,3,21 ,,,,,14.0,67.2
2003,3,22 ,,,,,4.8,72.0
2003,3,23 ,,,,,s/p,72.0
2003,3,24 ,,,,,s/p,72.0
2003,3,25 ,,,,,s/p,72.0
2003,3,26 ,,,,,s/p,72.0
2003,3,27 ,,,,,s/p,72.0
2003,3,28 ,,,,,s/p,72.0
2003,3,29 ,,,,,s/p,72.0
2003,3,30 ,,,,,s/p,72.0
2003,3,31 ,,,,,s/p,72.0
