Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2021,5,1 ,14.3,10.6,20.5,2.0,47.4,47.4
2021,5,2 ,s/p,0.1,0.1,0.1,0.3,47.7
2021,5,3 ,0.1,s/p,s/p,s/p,0.1,47.8
2021,5,4 ,s/p,s/p,s/p,0.1,0.1,47.9
2021,5,5 ,s/p,s/p,s/p,0.2,0.2,48.1
2021,5,6 ,s/p,s/p,0.2,0.1,0.3,48.4
2021,5,7 ,0.1,s/p,s/p,s/p,0.1,48.5
2021,5,8 ,0.9,0.1,s/p,0.2,1.2,49.7
2021,5,9 ,s/p,s/p,s/p,s/p,s/p,49.7
2021,5,10 ,s/p,s/p,s/p,s/p,s/p,49.7
2021,5,11 ,s/p,s/p,0.1,0.1,0.2,49.9
2021,5,12 ,s/p,s/p,s/p,0.2,0.2,50.1
2021,5,13 ,s/p,s/p,0.2,0.5,0.7,50.8
2021,5,14 ,s/p,0.5,s/p,0.1,0.6,51.4
2021,5,15 ,s/p,s/p,s/p,0.2,0.2,51.6
2021,5,16 ,s/p,s/p,s/p,s/p,s/p,51.6
2021,5,17 ,s/p,s/p,0.1,0.1,0.2,51.8
2021,5,18 ,0.1,s/p,2.6,7.6,10.3,62.1
2021,5,19 ,2.2,1.6,0.1,2.3,6.2,68.3
2021,5,20 ,s/p,10.0,2.9,0.1,13.0,81.3
2021,5,21 ,2.4,0.6,0.9,0.5,4.4,85.7
2021,5,22 ,s/p,s/p,s/p,s/p,s/p,85.7
2021,5,23 ,1.0,3.4,2.5,1.4,8.3,94.0
2021,5,24 ,1.5,2.2,s/p,0.2,3.9,97.9
2021,5,25 ,2.0,5.6,7.2,2.2,17.0,114.9
2021,5,26 ,6.8,12.0,2.3,18.5,39.6,154.5
2021,5,27 ,s/p,1.0,3.0,6.7,10.7,165.2
2021,5,28 ,0.6,s/p,s/p,0.3,0.9,166.1
2021,5,29 ,0.7,0.1,s/p,0.5,1.3,167.4
2021,5,30 ,1.0,0.6,6.5,27.8,35.9,203.3
2021,5,31 ,16.4,16.1,9.6,7.0,49.1,252.4
