Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1972,6,1 ,,,,,s/p,s/p
1972,6,2 ,,,,,s/p,s/p
1972,6,3 ,,,,,s/p,s/p
1972,6,4 ,,,,,7.0,7.0
1972,6,5 ,,,,,s/p,7.0
1972,6,6 ,,,,,58.5,65.5
1972,6,7 ,,,,,27.0,92.5
1972,6,8 ,,,,,53.0,145.5
1972,6,9 ,,,,,25.5,171.0
1972,6,10 ,,,,,10.5,181.5
1972,6,11 ,,,,,s/p,181.5
1972,6,12 ,,,,,19.0,200.5
1972,6,13 ,,,,,45.0,245.5
1972,6,14 ,,,,,s/p,245.5
1972,6,15 ,,,,,s/p,245.5
1972,6,16 ,,,,,s/p,245.5
1972,6,17 ,,,,,s/p,245.5
1972,6,18 ,,,,,s/p,245.5
1972,6,19 ,,,,,s/p,245.5
1972,6,20 ,,,,,s/p,245.5
1972,6,21 ,,,,,s/p,245.5
1972,6,22 ,,,,,s/p,245.5
1972,6,23 ,,,,,s/p,245.5
1972,6,24 ,,,,,s/p,245.5
1972,6,25 ,,,,,s/p,245.5
1972,6,26 ,,,,,s/p,245.5
1972,6,27 ,,,,,10.0,255.5
1972,6,28 ,,,,,51.0,306.5
1972,6,29 ,,,,,91.0,397.5
1972,6,30 ,,,,,12.0,409.5
