Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2004,8,1 ,,,,,s/p,s/p
2004,8,2 ,,,,,0.0,0.0
2004,8,3 ,,,,,0.2,0.2
2004,8,4 ,,,,,5.0,5.2
2004,8,5 ,,,,,s/p,5.2
2004,8,6 ,,,,,s/p,5.2
2004,8,7 ,,,,,s/p,5.2
2004,8,8 ,,,,,0.0,5.2
2004,8,9 ,,,,,0.0,5.2
2004,8,10 ,,,,,0.0,5.2
2004,8,11 ,,,,,s/p,5.2
2004,8,12 ,,,,,s/p,5.2
2004,8,13 ,,,,,s/p,5.2
2004,8,14 ,,,,,s/p,5.2
2004,8,15 ,,,,,0.6,5.8
2004,8,16 ,,,,,20.2,26.0
2004,8,17 ,,,,,19.0,45.0
2004,8,18 ,,,,,0.0,45.0
2004,8,19 ,,,,,0.2,45.2
2004,8,20 ,,,,,s/p,45.2
2004,8,21 ,,,,,0.6,45.8
2004,8,22 ,,,,,40.9,86.7
2004,8,23 ,,,,,9.8,96.5
2004,8,24 ,,,,,0.0,96.5
2004,8,25 ,,,,,10.9,107.4
2004,8,26 ,,,,,14.0,121.4
2004,8,27 ,,,,,5.0,126.4
2004,8,28 ,,,,,4.4,130.8
2004,8,29 ,,,,,s/p,130.8
2004,8,30 ,,,,,s/p,130.8
2004,8,31 ,,,,,5.0,135.8
