Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1977,7,1 ,,,,,s/p,s/p
1977,7,2 ,,,,,1.7,1.7
1977,7,3 ,,,,,0.3,2.0
1977,7,4 ,,,,,0.5,2.5
1977,7,5 ,,,,,1.9,4.4
1977,7,6 ,,,,,1.9,6.3
1977,7,7 ,,,,,0.4,6.7
1977,7,8 ,,,,,s/p,6.7
1977,7,9 ,,,,,s/p,6.7
1977,7,10 ,,,,,s/p,6.7
1977,7,11 ,,,,,0.4,7.1
1977,7,12 ,,,,,s/p,7.1
1977,7,13 ,,,,,s/p,7.1
1977,7,14 ,,,,,s/p,7.1
1977,7,15 ,,,,,20.4,27.5
1977,7,16 ,,,,,1.5,29.0
1977,7,17 ,,,,,0.7,29.7
1977,7,18 ,,,,,s/p,29.7
1977,7,19 ,,,,,s/p,29.7
1977,7,20 ,,,,,s/p,29.7
1977,7,21 ,,,,,3.4,33.1
1977,7,22 ,,,,,0.3,33.4
1977,7,23 ,,,,,5.7,39.1
1977,7,24 ,,,,,6.1,45.2
1977,7,25 ,,,,,26.0,71.2
1977,7,26 ,,,,,0.4,71.6
1977,7,27 ,,,,,s/p,71.6
1977,7,28 ,,,,,1.4,73.0
1977,7,29 ,,,,,2.9,75.9
1977,7,30 ,,,,,0.3,76.2
1977,7,31 ,,,,,0.3,76.5
