Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1988,3,1 ,,,,,1.2,1.2
1988,3,2 ,,,,,23.2,24.4
1988,3,3 ,,,,,8.6,33.0
1988,3,4 ,,,,,17.7,50.7
1988,3,5 ,,,,,s/p,50.7
1988,3,6 ,,,,,s/p,50.7
1988,3,7 ,,,,,s/p,50.7
1988,3,8 ,,,,,1.4,52.1
1988,3,9 ,,,,,30.9,83.0
1988,3,10 ,,,,,s/p,83.0
1988,3,11 ,,,,,13.1,96.1
1988,3,12 ,,,,,4.0,100.1
1988,3,13 ,,,,,16.0,116.1
1988,3,14 ,,,,,s/p,116.1
1988,3,15 ,,,,,0.0,116.1
1988,3,16 ,,,,,24.6,140.7
1988,3,17 ,,,,,0.5,141.2
1988,3,18 ,,,,,2.7,143.9
1988,3,19 ,,,,,3.2,147.1
1988,3,20 ,,,,,0.1,147.2
1988,3,21 ,,,,,s/p,147.2
1988,3,22 ,,,,,1.3,148.5
1988,3,23 ,,,,,2.5,151.0
1988,3,24 ,,,,,0.9,151.9
1988,3,25 ,,,,,s/p,151.9
1988,3,26 ,,,,,s/p,151.9
1988,3,27 ,,,,,s/p,151.9
1988,3,28 ,,,,,0.0,151.9
1988,3,29 ,,,,,0.4,152.3
1988,3,30 ,,,,,0.2,152.5
1988,3,31 ,,,,,16.4,168.9
