Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1988,1,1 ,,,,,0.1,0.1
1988,1,2 ,,,,,s/p,0.1
1988,1,3 ,,,,,s/p,0.1
1988,1,4 ,,,,,s/p,0.1
1988,1,5 ,,,,,2.3,2.4
1988,1,6 ,,,,,0.0,2.4
1988,1,7 ,,,,,2.7,5.1
1988,1,8 ,,,,,8.8,13.9
1988,1,9 ,,,,,5.8,19.7
1988,1,10 ,,,,,2.1,21.8
1988,1,11 ,,,,,s/p,21.8
1988,1,12 ,,,,,0.8,22.6
1988,1,13 ,,,,,1.2,23.8
1988,1,14 ,,,,,1.4,25.2
1988,1,15 ,,,,,2.4,27.6
1988,1,16 ,,,,,1.4,29.0
1988,1,17 ,,,,,2.9,31.9
1988,1,18 ,,,,,0.0,31.9
1988,1,19 ,,,,,6.8,38.7
1988,1,20 ,,,,,s/p,38.7
1988,1,21 ,,,,,s/p,38.7
1988,1,22 ,,,,,6.3,45.0
1988,1,23 ,,,,,0.8,45.8
1988,1,24 ,,,,,0.3,46.1
1988,1,25 ,,,,,s/p,46.1
1988,1,26 ,,,,,s/p,46.1
1988,1,27 ,,,,,s/p,46.1
1988,1,28 ,,,,,0.0,46.1
1988,1,29 ,,,,,s/p,46.1
1988,1,30 ,,,,,0.0,46.1
1988,1,31 ,,,,,0.3,46.4
