Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2022,3,1 ,s/p,s/p,,s/p,s/p,s/p
2022,3,2 ,s/p,s/p,,s/p,s/p,s/p
2022,3,3 ,5.9,s/p,,0.3,6.2,6.2
2022,3,4 ,1.3,s/p,,s/p,1.3,7.5
2022,3,5 ,1.2,s/p,2.3,,3.5,11.0
2022,3,6 ,10.1,2.5,,0.5,13.1,24.1
2022,3,7 ,0.2,s/p,,18.7,18.9,43.0
2022,3,8 ,6.2,4.3,,0.1,10.6,53.6
2022,3,9 ,s/p,s/p,,s/p,s/p,53.6
2022,3,10 ,s/p,s/p,,s/p,s/p,53.6
2022,3,11 ,s/p,s/p,,,s/p,53.6
2022,3,12 ,,,s/p,,s/p,53.6
2022,3,13 ,s/p,s/p,,s/p,s/p,53.6
2022,3,14 ,,,,s/p,s/p,53.6
2022,3,15 ,s/p,s/p,,s/p,s/p,53.6
2022,3,16 ,4.7,8.4,,,13.1,66.7
2022,3,17 ,,,,,,
2022,3,18 ,s/p,s/p,,,s/p,66.7
2022,3,19 ,,,s/p,,s/p,66.7
2022,3,20 ,2.4,1.4,,,3.8,70.5
2022,3,21 ,,,,,,
2022,3,22 ,,,,,,
2022,3,23 ,,,,,,
2022,3,24 ,s/p,s/p,,,s/p,70.5
2022,3,25 ,,s/p,,s/p,s/p,70.5
2022,3,26 ,0.4,1.2,,0.1,1.7,72.2
2022,3,27 ,0.1,0.1,1.4,10.8,12.4,84.6
2022,3,28 ,2.3,2.3,3.5,1.4,9.5,94.1
2022,3,29 ,s/p,1.8,s/p,s/p,1.8,95.9
2022,3,30 ,s/p,s/p,,s/p,s/p,95.9
2022,3,31 ,s/p,s/p,,,s/p,95.9
