Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,12,1 ,,,,,s/p,s/p
2020,12,2 ,,,,,s/p,s/p
2020,12,3 ,,,,,s/p,s/p
2020,12,4 ,,,,,s/p,s/p
2020,12,5 ,,,,,s/p,s/p
2020,12,6 ,,,,,s/p,s/p
2020,12,7 ,,,,,s/p,s/p
2020,12,8 ,,,,,1.0,1.0
2020,12,9 ,,,,,s/p,1.0
2020,12,10 ,,,,,12.8,13.8
2020,12,11 ,,,,,20.0,33.8
2020,12,12 ,,,,,27.5,61.3
2020,12,13 ,,,,,s/p,61.3
2020,12,14 ,,,,,12.0,73.3
2020,12,15 ,,,,,s/p,73.3
2020,12,16 ,,,,,s/p,73.3
2020,12,17 ,,,,,s/p,73.3
2020,12,18 ,,,,,s/p,73.3
2020,12,19 ,,,,,6.0,79.3
2020,12,20 ,,,,,s/p,79.3
2020,12,21 ,,,,,s/p,79.3
2020,12,22 ,,,,,s/p,79.3
2020,12,23 ,,,,,s/p,79.3
2020,12,24 ,,,,,s/p,79.3
2020,12,25 ,,,,,s/p,79.3
2020,12,26 ,,,,,s/p,79.3
2020,12,27 ,,,,,s/p,79.3
2020,12,28 ,,,,,s/p,79.3
2020,12,29 ,,,,,12.0,91.3
2020,12,30 ,,,,,s/p,91.3
2020,12,31 ,,,,,s/p,91.3
