Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1988,7,1 ,,,,,,
1988,7,2 ,,,,,,
1988,7,3 ,,,,,,
1988,7,4 ,,,,,8.4,8.4
1988,7,5 ,,,,,0.3,8.7
1988,7,6 ,,,,,s/p,8.7
1988,7,7 ,,,,,s/p,8.7
1988,7,8 ,,,,,s/p,8.7
1988,7,9 ,,,,,s/p,8.7
1988,7,10 ,,,,,s/p,8.7
1988,7,11 ,,,,,s/p,8.7
1988,7,12 ,,,,,s/p,8.7
1988,7,13 ,,,,,s/p,8.7
1988,7,14 ,,,,,s/p,8.7
1988,7,15 ,,,,,s/p,8.7
1988,7,16 ,,,,,4.6,13.3
1988,7,17 ,,,,,s/p,13.3
1988,7,18 ,,,,,s/p,13.3
1988,7,19 ,,,,,s/p,13.3
1988,7,20 ,,,,,s/p,13.3
1988,7,21 ,,,,,s/p,13.3
1988,7,22 ,,,,,s/p,13.3
1988,7,23 ,,,,,s/p,13.3
1988,7,24 ,,,,,s/p,13.3
1988,7,25 ,,,,,s/p,13.3
1988,7,26 ,,,,,2.5,15.8
1988,7,27 ,,,,,1.8,17.6
1988,7,28 ,,,,,6.4,24.0
1988,7,29 ,,,,,21.5,45.5
1988,7,30 ,,,,,s/p,45.5
1988,7,31 ,,,,,s/p,45.5
