Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
2020,7,1 ,,,0.1,,0.1,0.1
2020,7,2 ,,,1.3,10.1,11.4,11.5
2020,7,3 ,0.8,0.4,0.1,s/p,1.3,12.8
2020,7,4 ,0.1,s/p,4.0,0.8,4.9,17.7
2020,7,5 ,,,,,,
2020,7,6 ,,,s/p,s/p,s/p,17.7
2020,7,7 ,0.1,,,,0.1,17.8
2020,7,8 ,,,,,,
2020,7,9 ,,,,,,
2020,7,10 ,,,s/p,s/p,s/p,17.8
2020,7,11 ,,,,,,
2020,7,12 ,,,,,,
2020,7,13 ,,,,,,
2020,7,14 ,,,s/p,0.1,0.1,17.9
2020,7,15 ,s/p,s/p,s/p,s/p,s/p,17.9
2020,7,16 ,,,,,,
2020,7,17 ,,,,,,
2020,7,18 ,,,,,,
2020,7,19 ,,,s/p,,s/p,17.9
2020,7,20 ,,,,,,
2020,7,21 ,,,s/p,s/p,s/p,17.9
2020,7,22 ,s/p,s/p,s/p,s/p,s/p,17.9
2020,7,23 ,s/p,s/p,s/p,s/p,s/p,17.9
2020,7,24 ,s/p,s/p,,s/p,s/p,17.9
2020,7,25 ,s/p,s/p,0.2,14.5,14.7,32.6
2020,7,26 ,0.4,s/p,,s/p,0.4,33.0
2020,7,27 ,0.1,s/p,,s/p,0.1,33.1
2020,7,28 ,s/p,s/p,,s/p,s/p,33.1
2020,7,29 ,0.1,s/p,,s/p,0.1,33.2
2020,7,30 ,0.1,s/p,s/p,s/p,0.1,33.3
2020,7,31 ,s/p,s/p,,s/p,s/p,33.3
